trace_name,trace_start_time,station_network_code,station_code,station_latitude_deg,station_longitude_deg,station_elevation_m,trace_p_arrival_sample,trace_s_arrival_sample,center_sample,trace_sampling_rate_hz,trace_component_order,split,name,trace_name_original
"bucket0$15,:3,:6001",2014-03-04T04:24:26.649900,MQ,BAM,14.8171,-61.1445,670.0,938.0,,938,100.0,ZNE,train,manuel,MQ_BAM_20140304_042436
"bucket1$3,:3,:6001",2014-03-04T04:24:10.599900,MQ,GBM,14.799451,-61.159276,800.0,2556.0,,2556,100.0,ZNE,test,manuel,MQ_GBM_20140304_042436
"bucket0$16,:3,:6001",2014-03-04T04:24:14.290000,MQ,LAM,14.81292,-61.16314,1240.0,2190.0,2226.0,2190,100.0,ZNE,train,manuel,MQ_LAM_20140304_042436
"bucket2$0,:3,:6001",2014-03-04T04:24:13.620000,MQ,IA2,14.80307,-61.20515,289.0,2292.0,2417.0,2292,100.0,ZNE,dev,manuel,MQ_IA2_20140304_042436
"bucket0$17,:3,:6001",2014-03-04T06:22:47.610000,MQ,LAM,14.81292,-61.16314,1240.0,2487.0,2553.0,2487,100.0,ZNE,train,manuel,MQ_LAM_20140304_062312
"bucket2$1,:3,:6001",2014-03-04T06:22:41.539900,MQ,GBM,14.799451,-61.159276,800.0,3100.0,,3100,100.0,ZNE,dev,manuel,MQ_GBM_20140304_062312
"bucket0$18,:3,:6001",2014-03-04T06:23:03.340000,MQ,IA2,14.80307,-61.20515,289.0,975.0,1059.0,975,100.0,ZNE,train,manuel,MQ_IA2_20140304_062313
"bucket0$19,:3,:6001",2014-03-04T07:16:46.060000,MQ,LAM,14.81292,-61.16314,1240.0,505.0,536.0,505,100.0,ZNE,train,manuel,MQ_LAM_20140304_071651
"bucket0$20,:3,:6001",2014-03-04T07:16:08.699900,MQ,GBM,14.799451,-61.159276,800.0,4246.0,,4246,100.0,ZNE,train,manuel,MQ_GBM_20140304_071651
"bucket0$21,:3,:6001",2014-03-04T07:16:14.019900,MQ,BAM,14.8171,-61.1445,670.0,3739.0,,3739,100.0,ZNE,train,manuel,MQ_BAM_20140304_071651
"bucket2$2,:3,:6001",2014-03-04T07:16:12.980000,MQ,IA2,14.80307,-61.20515,289.0,3872.0,,3872,100.0,ZNE,dev,manuel,MQ_IA2_20140304_071651
"bucket0$22,:3,:6001",2014-03-04T08:16:32.159900,MQ,GBM,14.799451,-61.159276,800.0,4887.0,,4887,100.0,ZNE,train,manuel,MQ_GBM_20140304_081721
"bucket0$23,:3,:6001",2014-03-04T08:16:29.520000,MQ,LAM,14.81292,-61.16314,1240.0,5154.0,5187.0,5154,100.0,ZNE,train,manuel,MQ_LAM_20140304_081721
"bucket2$3,:3,:6001",2014-03-04T08:16:50.929900,MQ,BAM,14.8171,-61.1445,670.0,3042.0,,3042,100.0,ZNE,dev,manuel,MQ_BAM_20140304_081721
"bucket0$24,:3,:6001",2014-03-04T08:17:14.540000,MQ,IA2,14.80307,-61.20515,289.0,713.0,813.0,713,100.0,ZNE,train,manuel,MQ_IA2_20140304_081721
"bucket0$25,:3,:6001",2014-03-04T22:25:18.609900,MQ,GBM,14.799451,-61.159276,800.0,2094.0,,2094,100.0,ZNE,train,manuel,MQ_GBM_20140304_222539
"bucket0$26,:3,:6001",2014-03-04T22:24:55.980000,MQ,LAM,14.81292,-61.16314,1240.0,4362.0,,4362,100.0,ZNE,train,manuel,MQ_LAM_20140304_222539
"bucket2$4,:3,:6001",2014-03-04T22:25:27.919900,MQ,BAM,14.8171,-61.1445,670.0,,1208.0,1208,100.0,ZNE,dev,manuel,MQ_BAM_20140304_222540
"bucket0$27,:3,:6001",2014-03-04T23:28:49.069900,MQ,GBM,14.799451,-61.159276,800.0,4237.0,,4237,100.0,ZNE,train,manuel,MQ_GBM_20140304_232931
"bucket0$28,:3,:6001",2014-03-04T23:29:21.860000,MQ,LAM,14.81292,-61.16314,1240.0,961.0,1010.0,961,100.0,ZNE,train,manuel,MQ_LAM_20140304_232931
"bucket2$5,:3,:6001",2014-03-04T23:29:19.739900,MQ,BAM,14.8171,-61.1445,670.0,1207.0,,1207,100.0,ZNE,dev,manuel,MQ_BAM_20140304_232931
"bucket0$29,:3,:6001",2014-03-04T23:29:05.960000,MQ,IA2,14.80307,-61.20515,289.0,2627.0,2745.0,2627,100.0,ZNE,train,manuel,MQ_IA2_20140304_232932
"bucket0$30,:3,:6001",2014-03-05T00:34:18.929900,MQ,GBM,14.799451,-61.159276,800.0,748.0,1177.0,748,100.0,ZNE,train,manuel,MQ_GBM_20140305_003426
"bucket2$6,:3,:6001",2014-03-05T00:33:45.980000,MQ,IA2,14.80307,-61.20515,289.0,4125.0,4470.0,4125,100.0,ZNE,dev,manuel,MQ_IA2_20140305_003427
"bucket0$31,:3,:6001",2014-03-05T00:33:57.809900,MQ,BAM,14.8171,-61.1445,670.0,3041.0,3367.0,3041,100.0,ZNE,train,manuel,MQ_BAM_20140305_003428
"bucket0$32,:3,:6001",2014-03-05T00:33:46.080000,MQ,LAM,14.81292,-61.16314,1240.0,4247.0,4442.0,4247,100.0,ZNE,train,manuel,MQ_LAM_20140305_003428
"bucket0$33,:3,:6001",2014-03-05T03:55:48.249900,MQ,GBM,14.799451,-61.159276,800.0,4910.0,,4910,100.0,ZNE,train,manuel,MQ_GBM_20140305_035637
"bucket0$34,:3,:6001",2014-03-05T03:56:22.100000,MQ,IA2,14.80307,-61.20515,289.0,1525.0,1679.0,1525,100.0,ZNE,train,manuel,MQ_IA2_20140305_035637
"bucket0$35,:3,:6001",2014-03-05T03:56:06.100000,MQ,LAM,14.81292,-61.16314,1240.0,3129.0,3245.0,3129,100.0,ZNE,train,manuel,MQ_LAM_20140305_035637
"bucket0$36,:3,:6001",2014-03-05T03:56:30.209900,MQ,BAM,14.8171,-61.1445,670.0,757.0,,757,100.0,ZNE,train,manuel,MQ_BAM_20140305_035637
"bucket0$37,:3,:6001",2014-03-05T04:31:30.339900,MQ,GBM,14.799451,-61.159276,800.0,5162.0,,5162,100.0,ZNE,train,manuel,MQ_GBM_20140305_043221
"bucket2$7,:3,:6001",2014-03-05T04:32:01.560000,MQ,LAM,14.81292,-61.16314,1240.0,2054.0,,2054,100.0,ZNE,dev,manuel,MQ_LAM_20140305_043222
"bucket0$38,:3,:6001",2014-03-05T04:31:39.489900,MQ,BAM,14.8171,-61.1445,670.0,4275.0,,4275,100.0,ZNE,train,manuel,MQ_BAM_20140305_043222
"bucket0$39,:3,:6001",2014-03-05T04:31:57.630000,MQ,IA2,14.80307,-61.20515,289.0,2476.0,2648.0,2476,100.0,ZNE,train,manuel,MQ_IA2_20140305_043222
"bucket0$40,:3,:6001",2014-03-05T04:40:09.339900,MQ,GBM,14.799451,-61.159276,800.0,3284.0,,3284,100.0,ZNE,train,manuel,MQ_GBM_20140305_044042
"bucket1$4,:3,:6001",2014-03-05T04:40:15.470000,MQ,LAM,14.81292,-61.16314,1240.0,2673.0,,2673,100.0,ZNE,test,manuel,MQ_LAM_20140305_044042
"bucket1$5,:3,:6001",2014-03-05T04:39:51.379900,MQ,BAM,14.8171,-61.1445,670.0,5124.0,,5124,100.0,ZNE,test,manuel,MQ_BAM_20140305_044042
"bucket0$41,:3,:6001",2014-03-05T04:40:00.830000,MQ,IA2,14.80307,-61.20515,289.0,4285.0,,4285,100.0,ZNE,train,manuel,MQ_IA2_20140305_044043
"bucket0$42,:3,:6001",2014-03-05T05:12:11.050000,MQ,LAM,14.81292,-61.16314,1240.0,1344.0,1406.0,1344,100.0,ZNE,train,manuel,MQ_LAM_20140305_051224
"bucket0$43,:3,:6001",2014-03-05T05:12:06.389900,MQ,GBM,14.799451,-61.159276,800.0,1832.0,,1832,100.0,ZNE,train,manuel,MQ_GBM_20140305_051224
"bucket0$44,:3,:6001",2014-03-11T19:52:24.910000,MQ,LAM,14.81292,-61.16314,1240.0,2470.0,2513.0,2470,100.0,ZNE,train,manuel,MQ_LAM_20140311_195249
"bucket0$45,:3,:6001",2014-03-11T19:51:59.059900,MQ,GBM,14.799451,-61.159276,800.0,5056.0,,5056,100.0,ZNE,train,manuel,MQ_GBM_20140311_195249
"bucket0$46,:3,:6001",2014-03-11T19:52:09.059900,MQ,BAM,14.8171,-61.1445,670.0,4091.0,,4091,100.0,ZNE,train,manuel,MQ_BAM_20140311_195249
"bucket0$47,:3,:6001",2014-03-11T19:52:01.669900,MQ,MLM,14.7846,-61.1786,370.0,4842.0,,4842,100.0,ZNE,train,manuel,MQ_MLM_20140311_195250
"bucket0$48,:3,:6001",2014-03-11T19:52:02.920000,WI,SAM,14.84108,-61.1638,485.0,4726.0,,4726,100.0,ZNE,train,manuel,WI_SAM_20140311_195250
"bucket2$8,:3,:6001",2014-03-11T19:52:08.370000,MQ,IA2,14.80307,-61.20515,289.0,4182.0,,4182,100.0,ZNE,dev,manuel,MQ_IA2_20140311_195250
"bucket0$49,:3,:6001",2014-03-11T19:52:35.209900,MQ,CPM,14.8168,-61.2074,242.0,1508.0,,1508,100.0,ZNE,train,manuel,MQ_CPM_20140311_195250
"bucket0$50,:3,:6001",2014-03-13T13:43:55.119900,MQ,GBM,14.799451,-61.159276,800.0,2899.0,,2899,100.0,ZNE,train,manuel,MQ_GBM_20140313_134424
"bucket0$51,:3,:6001",2014-03-13T13:43:34.530000,MQ,LAM,14.81292,-61.16314,1240.0,4966.0,5030.0,4966,100.0,ZNE,train,manuel,MQ_LAM_20140313_134424
"bucket0$52,:3,:6001",2014-03-13T13:43:56.069900,MQ,BAM,14.8171,-61.1445,670.0,2843.0,,2843,100.0,ZNE,train,manuel,MQ_BAM_20140313_134424
"bucket0$53,:3,:6001",2014-03-13T13:43:40.970000,MQ,IA2,14.80307,-61.20515,289.0,4379.0,,4379,100.0,ZNE,train,manuel,MQ_IA2_20140313_134424
"bucket2$9,:3,:6001",2014-03-13T13:44:08.049900,MQ,MLM,14.7846,-61.1786,370.0,1688.0,,1688,100.0,ZNE,dev,manuel,MQ_MLM_20140313_134424
"bucket0$54,:3,:6001",2014-03-13T13:43:32.919900,MQ,CPM,14.8168,-61.2074,242.0,5202.0,,5202,100.0,ZNE,train,manuel,MQ_CPM_20140313_134424
"bucket1$6,:3,:6001",2014-03-13T22:37:42.639900,MQ,GBM,14.799451,-61.159276,800.0,1762.0,,1762,100.0,ZNE,test,manuel,MQ_GBM_20140313_223800
"bucket1$7,:3,:6001",2014-03-13T22:37:35.469900,MQ,BAM,14.8171,-61.1445,670.0,2506.0,,2506,100.0,ZNE,test,manuel,MQ_BAM_20140313_223800
"bucket0$55,:3,:6001",2014-03-13T22:37:46.930000,MQ,LAM,14.81292,-61.16314,1240.0,,1384.0,1384,100.0,ZNE,train,manuel,MQ_LAM_20140313_223800
"bucket0$56,:3,:6001",2014-03-13T23:04:05.619900,MQ,GBM,14.799451,-61.159276,800.0,5189.0,,5189,100.0,ZNE,train,manuel,MQ_GBM_20140313_230457
"bucket0$57,:3,:6001",2014-03-13T23:04:14.480000,MQ,LAM,14.81292,-61.16314,1240.0,4304.0,4343.0,4304,100.0,ZNE,train,manuel,MQ_LAM_20140313_230457
"bucket0$58,:3,:6001",2014-03-14T00:08:50.910000,MQ,LAM,14.81292,-61.16314,1240.0,3256.0,,3256,100.0,ZNE,train,manuel,MQ_LAM_20140314_000923
"bucket2$10,:3,:6001",2014-03-14T00:09:10.789900,MQ,GBM,14.799451,-61.159276,800.0,1281.0,,1281,100.0,ZNE,dev,manuel,MQ_GBM_20140314_000923
"bucket0$59,:3,:6001",2014-03-14T00:08:34.819900,MQ,CPM,14.8168,-61.2074,242.0,4898.0,,4898,100.0,ZNE,train,manuel,MQ_CPM_20140314_000923
"bucket0$60,:3,:6001",2014-03-14T00:09:01.079900,MQ,BAM,14.8171,-61.1445,670.0,2285.0,,2285,100.0,ZNE,train,manuel,MQ_BAM_20140314_000923
"bucket1$8,:3,:6001",2014-03-14T00:09:13.230000,MQ,IA2,14.80307,-61.20515,289.0,1193.0,,1193,100.0,ZNE,test,manuel,MQ_IA2_20140314_000925
"bucket0$61,:3,:6001",2014-03-14T00:11:58.400000,MQ,LAM,14.81292,-61.16314,1240.0,4578.0,4649.0,4578,100.0,ZNE,train,manuel,MQ_LAM_20140314_001244
"bucket0$62,:3,:6001",2014-03-14T00:12:05.069900,MQ,GBM,14.799451,-61.159276,800.0,3950.0,,3950,100.0,ZNE,train,manuel,MQ_GBM_20140314_001244
"bucket1$9,:3,:6001",2014-03-14T00:12:27.209900,MQ,BAM,14.8171,-61.1445,670.0,1751.0,,1751,100.0,ZNE,test,manuel,MQ_BAM_20140314_001244
"bucket0$63,:3,:6001",2014-03-14T00:11:50.670000,MQ,IA2,14.80307,-61.20515,289.0,5445.0,,5445,100.0,ZNE,train,manuel,MQ_IA2_20140314_001245
"bucket2$11,:3,:6001",2014-03-14T00:15:12.389900,MQ,BAM,14.8171,-61.1445,670.0,4682.0,,4682,100.0,ZNE,dev,manuel,MQ_BAM_20140314_001559
"bucket0$64,:3,:6001",2014-03-14T00:15:33.600000,MQ,LAM,14.81292,-61.16314,1240.0,2619.0,2672.0,2619,100.0,ZNE,train,manuel,MQ_LAM_20140314_001559
"bucket0$65,:3,:6001",2014-03-14T00:15:07.169900,MQ,GBM,14.799451,-61.159276,800.0,5272.0,,5272,100.0,ZNE,train,manuel,MQ_GBM_20140314_001559
"bucket0$66,:3,:6001",2014-03-14T00:15:30.600000,MQ,IA2,14.80307,-61.20515,289.0,2985.0,3041.0,2985,100.0,ZNE,train,manuel,MQ_IA2_20140314_001600
"bucket1$10,:3,:6001",2014-03-14T09:36:09.980000,MQ,LAM,14.81292,-61.16314,1240.0,2447.0,2498.0,2447,100.0,ZNE,test,manuel,MQ_LAM_20140314_093634
"bucket0$67,:3,:6001",2014-03-14T09:36:23.389900,MQ,BAM,14.8171,-61.1445,670.0,1146.0,,1146,100.0,ZNE,train,manuel,MQ_BAM_20140314_093634
"bucket0$68,:3,:6001",2014-03-14T09:36:10.159900,MQ,GBM,14.799451,-61.159276,800.0,2491.0,,2491,100.0,ZNE,train,manuel,MQ_GBM_20140314_093635
"bucket0$69,:3,:6001",2014-03-14T09:38:14.979900,MQ,GBM,14.799451,-61.159276,800.0,3293.0,,3293,100.0,ZNE,train,manuel,MQ_GBM_20140314_093847
"bucket0$70,:3,:6001",2014-03-14T09:38:12.910000,MQ,LAM,14.81292,-61.16314,1240.0,3503.0,3542.0,3503,100.0,ZNE,train,manuel,MQ_LAM_20140314_093847
"bucket0$71,:3,:6001",2014-03-14T09:38:00.909900,MQ,BAM,14.8171,-61.1445,670.0,4736.0,,4736,100.0,ZNE,train,manuel,MQ_BAM_20140314_093848
"bucket0$72,:3,:6001",2014-03-14T22:23:57.989900,MQ,GBM,14.799451,-61.159276,800.0,2306.0,,2306,100.0,ZNE,train,manuel,MQ_GBM_20140314_222421
"bucket0$73,:3,:6001",2014-03-14T22:23:49.889900,MQ,MLM,14.7846,-61.1786,370.0,3132.0,,3132,100.0,ZNE,train,manuel,MQ_MLM_20140314_222421
"bucket0$74,:3,:6001",2014-03-14T22:23:29.010000,MQ,LAM,14.81292,-61.16314,1240.0,5286.0,,5286,100.0,ZNE,train,manuel,MQ_LAM_20140314_222421
"bucket1$11,:3,:6001",2014-03-14T22:23:35.389900,MQ,BAM,14.8171,-61.1445,670.0,4675.0,,4675,100.0,ZNE,test,manuel,MQ_BAM_20140314_222422
"bucket0$75,:3,:6001",2014-03-15T01:12:51.290000,MQ,IA2,14.80307,-61.20515,289.0,5021.0,,5021,100.0,ZNE,train,manuel,MQ_IA2_20140315_011341
"bucket0$76,:3,:6001",2014-03-15T01:13:30.170000,MQ,LAM,14.81292,-61.16314,1240.0,1145.0,1510.0,1145,100.0,ZNE,train,manuel,MQ_LAM_20140315_011341
"bucket0$77,:3,:6001",2014-03-15T01:13:25.829900,MQ,BAM,14.8171,-61.1445,670.0,1609.0,,1609,100.0,ZNE,train,manuel,MQ_BAM_20140315_011341
"bucket0$78,:3,:6001",2014-03-15T01:13:26.659900,MQ,GBM,14.799451,-61.159276,800.0,1550.0,1832.0,1550,100.0,ZNE,train,manuel,MQ_GBM_20140315_011342
"bucket0$79,:3,:6001",2014-03-15T01:20:40.320000,MQ,LAM,14.81292,-61.16314,1240.0,1739.0,1804.0,1739,100.0,ZNE,train,manuel,MQ_LAM_20140315_012057
"bucket0$80,:3,:6001",2014-03-15T01:20:30.519900,MQ,GBM,14.799451,-61.159276,800.0,2737.0,,2737,100.0,ZNE,train,manuel,MQ_GBM_20140315_012057
"bucket0$81,:3,:6001",2014-03-15T01:20:22.859900,MQ,BAM,14.8171,-61.1445,670.0,3541.0,,3541,100.0,ZNE,train,manuel,MQ_BAM_20140315_012058
"bucket0$82,:3,:6001",2014-03-15T01:30:55.419900,MQ,GBM,14.799451,-61.159276,800.0,1965.0,,1965,100.0,ZNE,train,manuel,MQ_GBM_20140315_013115
"bucket1$12,:3,:6001",2014-03-15T01:30:58.770000,MQ,LAM,14.81292,-61.16314,1240.0,1685.0,1847.0,1685,100.0,ZNE,test,manuel,MQ_LAM_20140315_013115
"bucket0$83,:3,:6001",2014-03-15T01:30:49.470000,MQ,IA2,14.80307,-61.20515,289.0,2637.0,2768.0,2637,100.0,ZNE,train,manuel,MQ_IA2_20140315_013115
"bucket0$84,:3,:6001",2014-03-15T01:30:48.369900,MQ,BAM,14.8171,-61.1445,670.0,2759.0,,2759,100.0,ZNE,train,manuel,MQ_BAM_20140315_013115
"bucket0$85,:3,:6001",2014-03-15T02:13:59.830000,MQ,LAM,14.81292,-61.16314,1240.0,1797.0,,1797,100.0,ZNE,train,manuel,MQ_LAM_20140315_021417
"bucket0$86,:3,:6001",2014-03-15T02:13:58.109900,MQ,GBM,14.799451,-61.159276,800.0,2036.0,,2036,100.0,ZNE,train,manuel,MQ_GBM_20140315_021418
"bucket0$87,:3,:6001",2014-03-15T02:13:35.260000,MQ,IA2,14.80307,-61.20515,289.0,4329.0,,4329,100.0,ZNE,train,manuel,MQ_IA2_20140315_021418
"bucket0$88,:3,:6001",2014-03-15T02:13:44.839900,MQ,BAM,14.8171,-61.1445,670.0,3397.0,,3397,100.0,ZNE,train,manuel,MQ_BAM_20140315_021418
"bucket0$89,:3,:6001",2014-03-15T02:32:32.150000,MQ,LAM,14.81292,-61.16314,1240.0,2602.0,,2602,100.0,ZNE,train,manuel,MQ_LAM_20140315_023258
"bucket0$90,:3,:6001",2014-03-15T02:32:25.549900,MQ,GBM,14.799451,-61.159276,800.0,3294.0,,3294,100.0,ZNE,train,manuel,MQ_GBM_20140315_023258
"bucket0$91,:3,:6001",2014-03-15T02:32:26.349900,MQ,BAM,14.8171,-61.1445,670.0,3310.0,,3310,100.0,ZNE,train,manuel,MQ_BAM_20140315_023259
"bucket0$92,:3,:6001",2014-03-15T02:32:30.739900,MQ,MLM,14.7846,-61.1786,370.0,2961.0,,2961,100.0,ZNE,train,manuel,MQ_MLM_20140315_023300
"bucket2$12,:3,:6001",2014-03-15T02:33:40.189900,MQ,GBM,14.799451,-61.159276,800.0,3087.0,,3087,100.0,ZNE,dev,manuel,MQ_GBM_20140315_023411
"bucket0$93,:3,:6001",2014-03-15T02:33:28.700000,MQ,LAM,14.81292,-61.16314,1240.0,4249.0,,4249,100.0,ZNE,train,manuel,MQ_LAM_20140315_023411
"bucket0$94,:3,:6001",2014-03-15T02:33:50.790000,MQ,IA2,14.80307,-61.20515,289.0,2074.0,,2074,100.0,ZNE,train,manuel,MQ_IA2_20140315_023411
"bucket0$95,:3,:6001",2014-03-15T02:34:02.719900,MQ,BAM,14.8171,-61.1445,670.0,889.0,,889,100.0,ZNE,train,manuel,MQ_BAM_20140315_023411
"bucket0$96,:3,:6001",2014-03-15T02:40:30.899900,MQ,GBM,14.799451,-61.159276,800.0,3617.0,,3617,100.0,ZNE,train,manuel,MQ_GBM_20140315_024107
"bucket0$97,:3,:6001",2014-03-15T02:40:33.770000,MQ,LAM,14.81292,-61.16314,1240.0,3335.0,,3335,100.0,ZNE,train,manuel,MQ_LAM_20140315_024107
"bucket0$98,:3,:6001",2014-03-15T02:40:40.649900,MQ,BAM,14.8171,-61.1445,670.0,2677.0,,2677,100.0,ZNE,train,manuel,MQ_BAM_20140315_024107
"bucket0$99,:3,:6001",2014-03-15T02:40:35.740000,MQ,IA2,14.80307,-61.20515,289.0,3188.0,3284.0,3188,100.0,ZNE,train,manuel,MQ_IA2_20140315_024107
"bucket1$13,:3,:6001",2014-03-15T03:05:13.179900,MQ,GBM,14.799451,-61.159276,800.0,738.0,,738,100.0,ZNE,test,manuel,MQ_GBM_20140315_030520
"bucket0$100,:3,:6001",2014-03-15T03:05:13.230000,MQ,LAM,14.81292,-61.16314,1240.0,739.0,,739,100.0,ZNE,train,manuel,MQ_LAM_20140315_030520
"bucket0$101,:3,:6001",2014-03-15T03:04:55.380000,MQ,IA2,14.80307,-61.20515,289.0,2530.0,2675.0,2530,100.0,ZNE,train,manuel,MQ_IA2_20140315_030520
"bucket0$102,:3,:6001",2014-03-15T03:05:12.239900,MQ,BAM,14.8171,-61.1445,670.0,905.0,,905,100.0,ZNE,train,manuel,MQ_BAM_20140315_030521
"bucket0$103,:3,:6001",2014-03-15T13:54:35.789900,MQ,GBM,14.799451,-61.159276,800.0,1819.0,,1819,100.0,ZNE,train,manuel,MQ_GBM_20140315_135453
"bucket0$104,:3,:6001",2014-03-15T13:54:25.290000,MQ,LAM,14.81292,-61.16314,1240.0,2877.0,,2877,100.0,ZNE,train,manuel,MQ_LAM_20140315_135454
"bucket0$105,:3,:6001",2014-03-15T13:54:00.519900,MQ,BAM,14.8171,-61.1445,670.0,5410.0,,5410,100.0,ZNE,train,manuel,MQ_BAM_20140315_135454
"bucket0$106,:3,:6001",2014-03-15T17:52:12.260000,MQ,LAM,14.81292,-61.16314,1240.0,1957.0,2005.0,1957,100.0,ZNE,train,manuel,MQ_LAM_20140315_175231
"bucket0$107,:3,:6001",2014-03-15T17:52:04.429900,MQ,GBM,14.799451,-61.159276,800.0,2755.0,,2755,100.0,ZNE,train,manuel,MQ_GBM_20140315_175231
"bucket1$14,:3,:6001",2014-03-15T17:52:26.409900,MQ,BAM,14.8171,-61.1445,670.0,573.0,,573,100.0,ZNE,test,manuel,MQ_BAM_20140315_175232
"bucket2$13,:3,:6001",2014-03-15T19:53:50.750000,MQ,LAM,14.81292,-61.16314,1240.0,5046.0,5121.0,5046,100.0,ZNE,dev,manuel,MQ_LAM_20140315_195441
"bucket0$108,:3,:6001",2014-03-15T19:53:50.609900,MQ,BAM,14.8171,-61.1445,670.0,5089.0,,5089,100.0,ZNE,train,manuel,MQ_BAM_20140315_195441
"bucket1$15,:3,:6001",2014-03-15T19:54:35.929900,MQ,GBM,14.799451,-61.159276,800.0,564.0,,564,100.0,ZNE,test,manuel,MQ_GBM_20140315_195441
"bucket0$109,:3,:6001",2014-03-15T20:05:24.670000,MQ,IA2,14.80307,-61.20515,289.0,1261.0,,1261,100.0,ZNE,train,manuel,MQ_IA2_20140315_200537
"bucket0$110,:3,:6001",2014-03-15T20:05:30.379900,MQ,GBM,14.799451,-61.159276,800.0,752.0,759.0,752,100.0,ZNE,train,manuel,MQ_GBM_20140315_200537
"bucket0$111,:3,:6001",2014-03-15T20:04:52.050000,MQ,LAM,14.81292,-61.16314,1240.0,4590.0,4620.0,4590,100.0,ZNE,train,manuel,MQ_LAM_20140315_200537
"bucket2$14,:3,:6001",2014-03-15T20:05:03.119900,MQ,BAM,14.8171,-61.1445,670.0,3517.0,,3517,100.0,ZNE,dev,manuel,MQ_BAM_20140315_200538
"bucket0$112,:3,:6001",2014-03-15T20:55:07.209900,MQ,BAM,14.8171,-61.1445,670.0,787.0,,787,100.0,ZNE,train,manuel,MQ_BAM_20140315_205515
"bucket0$113,:3,:6001",2014-03-15T20:55:03.069900,MQ,GBM,14.799451,-61.159276,800.0,1261.0,,1261,100.0,ZNE,train,manuel,MQ_GBM_20140315_205515
"bucket0$114,:3,:6001",2014-03-15T20:54:41.550000,MQ,LAM,14.81292,-61.16314,1240.0,3426.0,3479.0,3426,100.0,ZNE,train,manuel,MQ_LAM_20140315_205515
