index,trace_name,trace_start_time,station_network_code,station_code,station_latitude_deg,station_longitude_deg,station_elevation_m,trace_p_arrival_sample,trace_s_arrival_sample,center_sample,trace_sampling_rate_hz,trace_component_order,split,name,trace_name_original,trace_chunk
52,"bucket0$41,:3,:6001",2014-03-05T05:11:48.350000,MQ,LAM,14.81292,-61.16314,1240.0,3614.0,3676.0,3614,100.0,ZNE,train,manuel,"bucket0$41,:3,:6001",
53,"bucket8$7,:3,:6001",2014-03-05T05:11:33.049900,MQ,GBM,14.799451,-61.159276,800.0,5166.0,,5166,100.0,ZNE,test,manuel,"bucket2$7,:3,:6001",
54,"bucket0$42,:3,:6001",2014-03-11T19:52:04.190000,MQ,LAM,14.81292,-61.16314,1240.0,4542.0,4585.0,4542,100.0,ZNE,train,manuel,"bucket0$42,:3,:6001",
55,"bucket0$43,:3,:6001",2014-03-11T19:52:29.219900,MQ,GBM,14.799451,-61.159276,800.0,2040.0,,2040,100.0,ZNE,train,manuel,"bucket0$43,:3,:6001",
56,"bucket0$44,:3,:6001",2014-03-11T19:52:31.829900,MQ,BAM,14.8171,-61.1445,670.0,1814.0,,1814,100.0,ZNE,train,manuel,"bucket0$44,:3,:6001",
57,"bucket0$45,:3,:6001",2014-03-11T19:52:42.939900,MQ,MLM,14.7846,-61.1786,370.0,715.0,,715,100.0,ZNE,train,manuel,"bucket0$45,:3,:6001",
58,"bucket0$46,:3,:6001",2014-03-11T19:52:20.700000,WI,SAM,14.84108,-61.1638,485.0,2948.0,,2948,100.0,ZNE,train,manuel,"bucket0$46,:3,:6001",
59,"bucket0$47,:3,:6001",2014-03-11T19:52:21.100000,MQ,IA2,14.80307,-61.20515,289.0,2909.0,,2909,100.0,ZNE,train,manuel,"bucket0$47,:3,:6001",
60,"bucket0$48,:3,:6001",2014-03-11T19:52:19.089900,MQ,CPM,14.8168,-61.2074,242.0,3120.0,,3120,100.0,ZNE,train,manuel,"bucket0$48,:3,:6001",
61,"bucket0$49,:3,:6001",2014-03-13T13:43:58.589900,MQ,GBM,14.799451,-61.159276,800.0,2552.0,,2552,100.0,ZNE,train,manuel,"bucket0$49,:3,:6001",
62,"bucket0$50,:3,:6001",2014-03-13T13:44:00.730000,MQ,LAM,14.81292,-61.16314,1240.0,2346.0,2410.0,2346,100.0,ZNE,train,manuel,"bucket0$50,:3,:6001",
63,"bucket7$4,:3,:6001",2014-03-13T13:43:32.589900,MQ,BAM,14.8171,-61.1445,670.0,5191.0,,5191,100.0,ZNE,dev,manuel,"bucket1$4,:3,:6001",
64,"bucket8$8,:3,:6001",2014-03-13T13:43:49.840000,MQ,IA2,14.80307,-61.20515,289.0,3492.0,,3492,100.0,ZNE,test,manuel,"bucket2$8,:3,:6001",
65,"bucket0$51,:3,:6001",2014-03-13T13:43:48.909900,MQ,MLM,14.7846,-61.1786,370.0,3602.0,,3602,100.0,ZNE,train,manuel,"bucket0$51,:3,:6001",
66,"bucket0$52,:3,:6001",2014-03-13T13:43:41.389900,MQ,CPM,14.8168,-61.2074,242.0,4355.0,,4355,100.0,ZNE,train,manuel,"bucket0$52,:3,:6001",
67,"bucket0$53,:3,:6001",2014-03-13T22:37:07.459900,MQ,GBM,14.799451,-61.159276,800.0,5280.0,,5280,100.0,ZNE,train,manuel,"bucket0$53,:3,:6001",
68,"bucket0$54,:3,:6001",2014-03-13T22:37:54.489900,MQ,BAM,14.8171,-61.1445,670.0,604.0,,604,100.0,ZNE,train,manuel,"bucket0$54,:3,:6001",
69,"bucket0$55,:3,:6001",2014-03-13T22:37:42.750000,MQ,LAM,14.81292,-61.16314,1240.0,,1802.0,1802,100.0,ZNE,train,manuel,"bucket0$55,:3,:6001",
70,"bucket0$56,:3,:6001",2014-03-13T23:04:40.439900,MQ,GBM,14.799451,-61.159276,800.0,1707.0,,1707,100.0,ZNE,train,manuel,"bucket0$56,:3,:6001",
71,"bucket7$5,:3,:6001",2014-03-13T23:04:18.400000,MQ,LAM,14.81292,-61.16314,1240.0,3912.0,3951.0,3912,100.0,ZNE,dev,manuel,"bucket1$5,:3,:6001",
72,"bucket0$57,:3,:6001",2014-03-14T00:09:04.200000,MQ,LAM,14.81292,-61.16314,1240.0,1927.0,,1927,100.0,ZNE,train,manuel,"bucket0$57,:3,:6001",
73,"bucket7$6,:3,:6001",2014-03-14T00:08:30.139900,MQ,GBM,14.799451,-61.159276,800.0,5346.0,,5346,100.0,ZNE,dev,manuel,"bucket1$6,:3,:6001",
74,"bucket0$58,:3,:6001",2014-03-14T00:09:10.439900,MQ,CPM,14.8168,-61.2074,242.0,1336.0,,1336,100.0,ZNE,train,manuel,"bucket0$58,:3,:6001",
75,"bucket0$59,:3,:6001",2014-03-14T00:09:04.289900,MQ,BAM,14.8171,-61.1445,670.0,1964.0,,1964,100.0,ZNE,train,manuel,"bucket0$59,:3,:6001",
76,"bucket8$9,:3,:6001",2014-03-14T00:09:16.570000,MQ,IA2,14.80307,-61.20515,289.0,859.0,,859,100.0,ZNE,test,manuel,"bucket2$9,:3,:6001",
77,"bucket0$60,:3,:6001",2014-03-14T00:11:52.770000,MQ,LAM,14.81292,-61.16314,1240.0,5141.0,5212.0,5141,100.0,ZNE,train,manuel,"bucket0$60,:3,:6001",
78,"bucket0$61,:3,:6001",2014-03-14T00:12:04.559900,MQ,GBM,14.799451,-61.159276,800.0,4001.0,,4001,100.0,ZNE,train,manuel,"bucket0$61,:3,:6001",
79,"bucket0$62,:3,:6001",2014-03-14T00:12:28.349900,MQ,BAM,14.8171,-61.1445,670.0,1637.0,,1637,100.0,ZNE,train,manuel,"bucket0$62,:3,:6001",
80,"bucket0$63,:3,:6001",2014-03-14T00:11:59.390000,MQ,IA2,14.80307,-61.20515,289.0,4573.0,,4573,100.0,ZNE,train,manuel,"bucket0$63,:3,:6001",
81,"bucket0$64,:3,:6001",2014-03-14T00:15:10.969900,MQ,BAM,14.8171,-61.1445,670.0,4824.0,,4824,100.0,ZNE,train,manuel,"bucket0$64,:3,:6001",
82,"bucket7$7,:3,:6001",2014-03-14T00:15:15.450000,MQ,LAM,14.81292,-61.16314,1240.0,4434.0,4487.0,4434,100.0,ZNE,dev,manuel,"bucket1$7,:3,:6001",
83,"bucket0$65,:3,:6001",2014-03-14T00:15:40.429900,MQ,GBM,14.799451,-61.159276,800.0,1946.0,,1946,100.0,ZNE,train,manuel,"bucket0$65,:3,:6001",
84,"bucket0$66,:3,:6001",2014-03-14T00:15:15.940000,MQ,IA2,14.80307,-61.20515,289.0,4451.0,4507.0,4451,100.0,ZNE,train,manuel,"bucket0$66,:3,:6001",
85,"bucket0$67,:3,:6001",2014-03-14T09:36:09.430000,MQ,LAM,14.81292,-61.16314,1240.0,2502.0,2553.0,2502,100.0,ZNE,train,manuel,"bucket0$67,:3,:6001",
86,"bucket0$68,:3,:6001",2014-03-14T09:36:01.999900,MQ,BAM,14.8171,-61.1445,670.0,3285.0,,3285,100.0,ZNE,train,manuel,"bucket0$68,:3,:6001",
87,"bucket0$69,:3,:6001",2014-03-14T09:35:54.879900,MQ,GBM,14.799451,-61.159276,800.0,4019.0,,4019,100.0,ZNE,train,manuel,"bucket0$69,:3,:6001",
88,"bucket0$70,:3,:6001",2014-03-14T09:37:54.039900,MQ,GBM,14.799451,-61.159276,800.0,5387.0,,5387,100.0,ZNE,train,manuel,"bucket0$70,:3,:6001",
89,"bucket0$71,:3,:6001",2014-03-14T09:38:36.790000,MQ,LAM,14.81292,-61.16314,1240.0,1115.0,1154.0,1115,100.0,ZNE,train,manuel,"bucket0$71,:3,:6001",
90,"bucket0$72,:3,:6001",2014-03-14T09:38:37.619900,MQ,BAM,14.8171,-61.1445,670.0,1065.0,,1065,100.0,ZNE,train,manuel,"bucket0$72,:3,:6001",
91,"bucket0$73,:3,:6001",2014-03-15T01:13:26.510000,MQ,IA2,14.80307,-61.20515,289.0,1499.0,,1499,100.0,ZNE,train,manuel,"bucket0$73,:3,:6001",
92,"bucket7$8,:3,:6001",2014-03-15T01:12:54.160000,MQ,LAM,14.81292,-61.16314,1240.0,4746.0,5111.0,4746,100.0,ZNE,dev,manuel,"bucket1$8,:3,:6001",
93,"bucket0$74,:3,:6001",2014-03-15T01:13:27.349900,MQ,BAM,14.8171,-61.1445,670.0,1457.0,,1457,100.0,ZNE,train,manuel,"bucket0$74,:3,:6001",
94,"bucket0$75,:3,:6001",2014-03-15T01:13:22.979900,MQ,GBM,14.799451,-61.159276,800.0,1918.0,2200.0,1918,100.0,ZNE,train,manuel,"bucket0$75,:3,:6001",
95,"bucket0$76,:3,:6001",2014-03-15T01:20:21.950000,MQ,LAM,14.81292,-61.16314,1240.0,3576.0,3641.0,3576,100.0,ZNE,train,manuel,"bucket0$76,:3,:6001",
96,"bucket0$77,:3,:6001",2014-03-15T01:20:29.939900,MQ,GBM,14.799451,-61.159276,800.0,2795.0,,2795,100.0,ZNE,train,manuel,"bucket0$77,:3,:6001",
97,"bucket0$78,:3,:6001",2014-03-15T01:20:21.629900,MQ,BAM,14.8171,-61.1445,670.0,3664.0,,3664,100.0,ZNE,train,manuel,"bucket0$78,:3,:6001",
98,"bucket0$79,:3,:6001",2014-03-15T01:30:53.019900,MQ,GBM,14.799451,-61.159276,800.0,2205.0,,2205,100.0,ZNE,train,manuel,"bucket0$79,:3,:6001",
99,"bucket0$80,:3,:6001",2014-03-15T01:31:08.400000,MQ,LAM,14.81292,-61.16314,1240.0,722.0,884.0,722,100.0,ZNE,train,manuel,"bucket0$80,:3,:6001",
100,"bucket0$81,:3,:6001",2014-03-15T01:30:30.150000,MQ,IA2,14.80307,-61.20515,289.0,4569.0,4700.0,4569,100.0,ZNE,train,manuel,"bucket0$81,:3,:6001",
101,"bucket8$10,:3,:6001",2014-03-15T01:30:39.719900,MQ,BAM,14.8171,-61.1445,670.0,3624.0,,3624,100.0,ZNE,test,manuel,"bucket2$10,:3,:6001",
102,"bucket0$82,:3,:6001",2014-03-15T02:13:58.190000,MQ,LAM,14.81292,-61.16314,1240.0,1961.0,,1961,100.0,ZNE,train,manuel,"bucket0$82,:3,:6001",
103,"bucket7$9,:3,:6001",2014-03-15T02:13:43.559900,MQ,GBM,14.799451,-61.159276,800.0,3491.0,,3491,100.0,ZNE,dev,manuel,"bucket1$9,:3,:6001",
104,"bucket0$83,:3,:6001",2014-03-15T02:13:26.060000,MQ,IA2,14.80307,-61.20515,289.0,5249.0,,5249,100.0,ZNE,train,manuel,"bucket0$83,:3,:6001",
105,"bucket0$84,:3,:6001",2014-03-15T02:13:57.429900,MQ,BAM,14.8171,-61.1445,670.0,2138.0,,2138,100.0,ZNE,train,manuel,"bucket0$84,:3,:6001",
106,"bucket0$85,:3,:6001",2014-03-15T02:33:23.559900,MQ,GBM,14.799451,-61.159276,800.0,4750.0,,4750,100.0,ZNE,train,manuel,"bucket0$85,:3,:6001",
107,"bucket7$10,:3,:6001",2014-03-15T02:34:05.690000,MQ,LAM,14.81292,-61.16314,1240.0,550.0,,550,100.0,ZNE,dev,manuel,"bucket1$10,:3,:6001",
108,"bucket0$86,:3,:6001",2014-03-15T02:33:45.260000,MQ,IA2,14.80307,-61.20515,289.0,2627.0,,2627,100.0,ZNE,train,manuel,"bucket0$86,:3,:6001",
109,"bucket0$87,:3,:6001",2014-03-15T02:33:53.029900,MQ,BAM,14.8171,-61.1445,670.0,1858.0,,1858,100.0,ZNE,train,manuel,"bucket0$87,:3,:6001",
110,"bucket8$11,:3,:6001",2014-03-15T02:40:29.469900,MQ,GBM,14.799451,-61.159276,800.0,3760.0,,3760,100.0,ZNE,test,manuel,"bucket2$11,:3,:6001",
111,"bucket0$88,:3,:6001",2014-03-15T02:40:44.370000,MQ,LAM,14.81292,-61.16314,1240.0,2275.0,,2275,100.0,ZNE,train,manuel,"bucket0$88,:3,:6001",
112,"bucket0$89,:3,:6001",2014-03-15T02:40:17.479900,MQ,BAM,14.8171,-61.1445,670.0,4994.0,,4994,100.0,ZNE,train,manuel,"bucket0$89,:3,:6001",
113,"bucket0$90,:3,:6001",2014-03-15T02:40:35.350000,MQ,IA2,14.80307,-61.20515,289.0,3227.0,3323.0,3227,100.0,ZNE,train,manuel,"bucket0$90,:3,:6001",
114,"bucket0$91,:3,:6001",2014-03-15T03:05:07.699900,MQ,GBM,14.799451,-61.159276,800.0,1286.0,,1286,100.0,ZNE,train,manuel,"bucket0$91,:3,:6001",
115,"bucket0$92,:3,:6001",2014-03-15T03:04:53.750000,MQ,LAM,14.81292,-61.16314,1240.0,2687.0,,2687,100.0,ZNE,train,manuel,"bucket0$92,:3,:6001",
116,"bucket0$93,:3,:6001",2014-03-15T03:04:55.590000,MQ,IA2,14.80307,-61.20515,289.0,2509.0,2654.0,2509,100.0,ZNE,train,manuel,"bucket0$93,:3,:6001",
117,"bucket0$94,:3,:6001",2014-03-15T03:04:42.619900,MQ,BAM,14.8171,-61.1445,670.0,3867.0,,3867,100.0,ZNE,train,manuel,"bucket0$94,:3,:6001",
118,"bucket0$95,:3,:6001",2014-03-15T19:53:48.290000,MQ,LAM,14.81292,-61.16314,1240.0,5292.0,5367.0,5292,100.0,ZNE,train,manuel,"bucket0$95,:3,:6001",
119,"bucket0$96,:3,:6001",2014-03-15T19:54:32.039900,MQ,BAM,14.8171,-61.1445,670.0,946.0,,946,100.0,ZNE,train,manuel,"bucket0$96,:3,:6001",
120,"bucket0$97,:3,:6001",2014-03-15T19:53:47.969900,MQ,GBM,14.799451,-61.159276,800.0,5360.0,,5360,100.0,ZNE,train,manuel,"bucket0$97,:3,:6001",
121,"bucket0$98,:3,:6001",2014-03-15T20:04:57.990000,MQ,IA2,14.80307,-61.20515,289.0,3929.0,,3929,100.0,ZNE,train,manuel,"bucket0$98,:3,:6001",
122,"bucket0$99,:3,:6001",2014-03-15T20:04:58.969900,MQ,GBM,14.799451,-61.159276,800.0,3893.0,3900.0,3893,100.0,ZNE,train,manuel,"bucket0$99,:3,:6001",
123,"bucket0$100,:3,:6001",2014-03-15T20:05:03.100000,MQ,LAM,14.81292,-61.16314,1240.0,3485.0,3515.0,3485,100.0,ZNE,train,manuel,"bucket0$100,:3,:6001",
124,"bucket0$101,:3,:6001",2014-03-15T20:05:02.449900,MQ,BAM,14.8171,-61.1445,670.0,3584.0,,3584,100.0,ZNE,train,manuel,"bucket0$101,:3,:6001",
125,"bucket0$102,:3,:6001",2014-03-15T20:54:59.569900,MQ,BAM,14.8171,-61.1445,670.0,1551.0,,1551,100.0,ZNE,train,manuel,"bucket0$102,:3,:6001",
126,"bucket0$103,:3,:6001",2014-03-15T20:54:57.829900,MQ,GBM,14.799451,-61.159276,800.0,1785.0,,1785,100.0,ZNE,train,manuel,"bucket0$103,:3,:6001",
127,"bucket0$104,:3,:6001",2014-03-15T20:54:28.190000,MQ,LAM,14.81292,-61.16314,1240.0,4762.0,4815.0,4762,100.0,ZNE,train,manuel,"bucket0$104,:3,:6001",
128,"bucket0$105,:3,:6001",2014-03-15T21:06:52.139900,MQ,GBM,14.799451,-61.159276,800.0,1775.0,,1775,100.0,ZNE,train,manuel,"bucket0$105,:3,:6001",
129,"bucket0$106,:3,:6001",2014-03-15T21:06:49.390000,MQ,LAM,14.81292,-61.16314,1240.0,2081.0,2169.0,2081,100.0,ZNE,train,manuel,"bucket0$106,:3,:6001",
130,"bucket0$107,:3,:6001",2014-03-15T21:06:38.559900,MQ,BAM,14.8171,-61.1445,670.0,3197.0,,3197,100.0,ZNE,train,manuel,"bucket0$107,:3,:6001",
131,"bucket0$108,:3,:6001",2014-03-15T21:53:15.170000,MQ,LAM,14.81292,-61.16314,1240.0,4653.0,4703.0,4653,100.0,ZNE,train,manuel,"bucket0$108,:3,:6001",
132,"bucket0$109,:3,:6001",2014-03-15T21:53:30.799900,MQ,GBM,14.799451,-61.159276,800.0,3096.0,,3096,100.0,ZNE,train,manuel,"bucket0$109,:3,:6001",
133,"bucket0$110,:3,:6001",2014-03-15T21:53:14.589900,MQ,BAM,14.8171,-61.1445,670.0,4837.0,,4837,100.0,ZNE,train,manuel,"bucket0$110,:3,:6001",
134,"bucket0$111,:3,:6001",2014-03-15T22:42:10.640000,MQ,LAM,14.81292,-61.16314,1240.0,3745.0,3823.0,3745,100.0,ZNE,train,manuel,"bucket0$111,:3,:6001",
135,"bucket0$112,:3,:6001",2014-03-15T22:42:07.659900,MQ,BAM,14.8171,-61.1445,670.0,4077.0,,4077,100.0,ZNE,train,manuel,"bucket0$112,:3,:6001",
136,"bucket7$11,:3,:6001",2014-03-15T22:42:23.599900,MQ,GBM,14.799451,-61.159276,800.0,2489.0,,2489,100.0,ZNE,dev,manuel,"bucket1$11,:3,:6001",
137,"bucket0$113,:3,:6001",2014-03-15T22:10:00.310000,MQ,LAM,14.81292,-61.16314,1240.0,1155.0,1874.0,1155,100.0,ZNE,train,manuel,"bucket0$113,:3,:6001",
138,"bucket0$114,:3,:6001",2014-03-15T22:09:44.819900,MQ,GBM,14.799451,-61.159276,800.0,2725.0,3483.0,2725,100.0,ZNE,train,manuel,"bucket0$114,:3,:6001",
139,"bucket8$12,:3,:6001",2014-03-15T22:09:48.479900,MQ,BAM,14.8171,-61.1445,670.0,2382.0,3099.0,2382,100.0,ZNE,test,manuel,"bucket2$12,:3,:6001",
140,"bucket0$115,:3,:6001",2014-03-15T22:47:38.650000,MQ,LAM,14.81292,-61.16314,1240.0,4588.0,4658.0,4588,100.0,ZNE,train,manuel,"bucket0$115,:3,:6001",
