trace_name,trace_start_time,station_network_code,station_code,trace_p_arrival_sample,trace_s_arrival_sample,center_sample,trace_sampling_rate_hz,trace_component_order,split,name,trace_name_original
"bucket0$25,:3,:6001",2014-02-21T18:51:28.339900,MQ,GBM,3000,,3000,100.0,ZNE,train,gold,MQ_GBM_GOLD_20140221_185158
"bucket0$26,:3,:6001",2014-02-21T18:51:28.230000,MQ,IA2,3000,2945.0,3000,100.0,ZNE,train,gold,MQ_IA2_GOLD_20140221_185158
"bucket0$27,:3,:6001",2014-02-22T19:11:44.249900,MQ,CPM,3000,,3000,100.0,ZNE,train,gold,MQ_CPM_GOLD_20140222_191214
"bucket0$28,:3,:6001",2014-02-22T19:11:48.169900,MQ,GBM,3000,,3000,100.0,ZNE,train,gold,MQ_GBM_GOLD_20140222_191218
"bucket0$29,:3,:6001",2014-02-22T19:11:47.800000,MQ,IA2,3000,,3000,100.0,ZNE,train,gold,MQ_IA2_GOLD_20140222_191217
"bucket0$30,:3,:6001",2014-02-22T19:11:44.069900,MQ,MLM,3000,,3000,100.0,ZNE,train,gold,MQ_MLM_GOLD_20140222_191214
"bucket0$31,:3,:6001",2014-02-23T00:09:35.719900,MQ,BAM,3000,,3000,100.0,ZNE,train,gold,MQ_BAM_GOLD_20140223_001005
"bucket0$32,:3,:6001",2014-02-23T00:09:34.949900,MQ,CPM,3000,,3000,100.0,ZNE,train,gold,MQ_CPM_GOLD_20140223_001004
"bucket0$33,:3,:6001",2014-02-23T00:09:35.189900,MQ,GBM,3000,,3000,100.0,ZNE,train,gold,MQ_GBM_GOLD_20140223_001005
"bucket0$34,:3,:6001",2014-02-23T00:09:35.310000,MQ,IA2,3000,3220.0,3000,100.0,ZNE,train,gold,MQ_IA2_GOLD_20140223_001005
"bucket0$35,:3,:6001",2014-02-23T00:09:35.920000,MQ,LAM,3000,3047.0,3000,100.0,ZNE,train,gold,MQ_LAM_GOLD_20140223_001005
"bucket2$3,:3,:6001",2014-02-23T00:09:35.629900,MQ,MLM,3000,,3000,100.0,ZNE,dev,gold,MQ_MLM_GOLD_20140223_001005
"bucket0$36,:3,:6001",2014-02-23T00:09:35.490000,MQ,SAM,3000,3095.0,3000,100.0,ZNE,train,gold,MQ_SAM_GOLD_20140223_001005
"bucket0$37,:3,:6001",2014-02-23T01:34:06.939900,MQ,BAM,3000,,3000,100.0,ZNE,train,gold,MQ_BAM_GOLD_20140223_013436
"bucket0$38,:3,:6001",2014-02-23T01:34:08.819900,MQ,CPM,3000,,3000,100.0,ZNE,train,gold,MQ_CPM_GOLD_20140223_013438
"bucket0$39,:3,:6001",2014-02-23T01:34:05.720000,MQ,SAM,3000,3074.0,3000,100.0,ZNE,train,gold,MQ_SAM_GOLD_20140223_013435
"bucket0$40,:3,:6001",2014-02-23T03:59:10.979900,MQ,CPM,3000,,3000,100.0,ZNE,train,gold,MQ_CPM_GOLD_20140223_035940
"bucket0$41,:3,:6001",2014-02-23T03:59:12.009900,MQ,GBM,3000,,3000,100.0,ZNE,train,gold,MQ_GBM_GOLD_20140223_035942
"bucket2$4,:3,:6001",2014-02-23T03:59:10.680000,MQ,IA2,3000,3039.0,3000,100.0,ZNE,dev,gold,MQ_IA2_GOLD_20140223_035940
"bucket0$42,:3,:6001",2014-02-23T03:59:12.699900,MQ,MLM,3000,,3000,100.0,ZNE,train,gold,MQ_MLM_GOLD_20140223_035942
"bucket4$1,:3,:6001",2014-02-23T07:45:42.460000,MQ,IA2,3000,3022.0,3000,100.0,ZNE,test,gold,MQ_IA2_GOLD_20140223_074612
"bucket0$43,:3,:6001",2014-02-23T07:45:42.320000,MQ,LAM,3000,3029.0,3000,100.0,ZNE,train,gold,MQ_LAM_GOLD_20140223_074612
"bucket5$0,:3,:3046",2014-02-23T07:46:59.729900,MQ,BAM,45,,45,100.0,ZNE,train,gold,MQ_BAM_GOLD_20140223_074700
"bucket5$1,:3,:3064",2014-02-23T07:46:59.729900,MQ,CPM,63,,63,100.0,ZNE,train,gold,MQ_CPM_GOLD_20140223_074700
"bucket5$2,:3,:3079",2014-02-23T07:46:59.729900,MQ,GBM,78,,78,100.0,ZNE,train,gold,MQ_GBM_GOLD_20140223_074700
"bucket5$3,:3,:3094",2014-02-23T07:46:59.729900,MQ,MLM,93,,93,100.0,ZNE,train,gold,MQ_MLM_GOLD_20140223_074700
"bucket5$4,:3,:3080",2014-02-23T09:41:28.729900,MQ,BAM,79,,79,100.0,ZNE,train,gold,MQ_BAM_GOLD_20140223_094129
"bucket5$5,:3,:3046",2014-02-23T09:41:29.729900,MQ,CPM,45,,45,100.0,ZNE,train,gold,MQ_CPM_GOLD_20140223_094130
"bucket5$6,:3,:3079",2014-02-23T09:41:28.729900,MQ,GBM,78,,78,100.0,ZNE,train,gold,MQ_GBM_GOLD_20140223_094129
"bucket5$7,:3,:3045",2014-02-23T09:41:29.729900,MQ,MLM,44,,44,100.0,ZNE,train,gold,MQ_MLM_GOLD_20140223_094130
"bucket0$44,:3,:6001",2014-02-23T16:30:27.369900,MQ,BAM,3000,,3000,100.0,ZNE,train,gold,MQ_BAM_GOLD_20140223_163057
"bucket4$2,:3,:6001",2014-02-23T16:30:28.649900,MQ,CPM,3000,,3000,100.0,ZNE,test,gold,MQ_CPM_GOLD_20140223_163058
"bucket0$45,:3,:6001",2014-02-23T16:30:27.959900,MQ,GBM,3000,,3000,100.0,ZNE,train,gold,MQ_GBM_GOLD_20140223_163057
"bucket0$46,:3,:6001",2014-02-23T16:30:27.280000,MQ,IA2,3000,3158.0,3000,100.0,ZNE,train,gold,MQ_IA2_GOLD_20140223_163057
"bucket0$47,:3,:6001",2014-02-24T01:00:02.199900,MQ,BAM,3000,,3000,100.0,ZNE,train,gold,MQ_BAM_GOLD_20140224_010032
"bucket0$48,:3,:6001",2014-02-24T01:00:03.869900,MQ,CPM,3000,,3000,100.0,ZNE,train,gold,MQ_CPM_GOLD_20140224_010033
"bucket0$49,:3,:6001",2014-02-24T01:00:01.829900,MQ,GBM,3000,,3000,100.0,ZNE,train,gold,MQ_GBM_GOLD_20140224_010031
"bucket0$50,:3,:6001",2014-02-24T01:00:02.200000,MQ,IA2,3000,3143.0,3000,100.0,ZNE,train,gold,MQ_IA2_GOLD_20140224_010032
"bucket0$51,:3,:6001",2014-02-24T12:47:47.229900,MQ,BAM,3000,,3000,100.0,ZNE,train,gold,MQ_BAM_GOLD_20140224_124817
"bucket2$5,:3,:6001",2014-02-24T12:47:48.419900,MQ,CPM,3000,,3000,100.0,ZNE,dev,gold,MQ_CPM_GOLD_20140224_124818
"bucket0$52,:3,:6001",2014-02-24T12:47:47.709900,MQ,GBM,3000,,3000,100.0,ZNE,train,gold,MQ_GBM_GOLD_20140224_124817
"bucket0$53,:3,:6001",2014-02-24T12:47:48.310000,MQ,IA2,3000,3100.0,3000,100.0,ZNE,train,gold,MQ_IA2_GOLD_20140224_124818
"bucket0$54,:3,:6001",2014-02-24T12:47:47.990000,MQ,LAM,3000,3157.0,3000,100.0,ZNE,train,gold,MQ_LAM_GOLD_20140224_124817
"bucket0$55,:3,:6001",2014-02-24T12:47:48.109900,MQ,MLM,3000,,3000,100.0,ZNE,train,gold,MQ_MLM_GOLD_20140224_124818
"bucket0$56,:3,:6001",2014-02-24T12:47:47.630000,MQ,SAM,3000,3102.0,3000,100.0,ZNE,train,gold,MQ_SAM_GOLD_20140224_124817
"bucket0$57,:3,:6001",2014-02-24T13:15:16.470000,MQ,SAM,3000,3034.0,3000,100.0,ZNE,train,gold,MQ_SAM_GOLD_20140224_131546
"bucket4$3,:3,:6001",2014-02-24T13:20:35.120000,MQ,SAM,3000,3007.0,3000,100.0,ZNE,test,gold,MQ_SAM_GOLD_20140224_132105
"bucket0$58,:3,:6001",2014-02-24T13:30:34.290000,MQ,SAM,3000,3042.0,3000,100.0,ZNE,train,gold,MQ_SAM_GOLD_20140224_133104
"bucket0$59,:3,:6001",2014-02-24T13:34:44.950000,MQ,SAM,3000,3045.0,3000,100.0,ZNE,train,gold,MQ_SAM_GOLD_20140224_133514
"bucket2$6,:3,:6001",2014-02-24T13:37:56.280000,MQ,SAM,3000,3107.0,3000,100.0,ZNE,dev,gold,MQ_SAM_GOLD_20140224_133826
"bucket0$60,:3,:6001",2014-02-24T13:41:49.180000,MQ,SAM,3000,,3000,100.0,ZNE,train,gold,MQ_SAM_GOLD_20140224_134219
"bucket0$61,:3,:6001",2014-02-24T13:44:42.050000,MQ,SAM,3000,3080.0,3000,100.0,ZNE,train,gold,MQ_SAM_GOLD_20140224_134512
"bucket0$62,:3,:6001",2014-02-24T13:46:03.410000,MQ,SAM,3000,3069.0,3000,100.0,ZNE,train,gold,MQ_SAM_GOLD_20140224_134633
"bucket0$63,:3,:6001",2014-02-24T13:57:05.830000,MQ,SAM,3000,3272.0,3000,100.0,ZNE,train,gold,MQ_SAM_GOLD_20140224_135735
"bucket2$7,:3,:6001",2014-02-24T14:00:06.080000,MQ,SAM,3000,3007.0,3000,100.0,ZNE,dev,gold,MQ_SAM_GOLD_20140224_140036
"bucket0$64,:3,:6001",2014-02-24T14:01:53.630000,MQ,SAM,3000,3055.0,3000,100.0,ZNE,train,gold,MQ_SAM_GOLD_20140224_140223
"bucket0$65,:3,:6001",2014-02-24T14:12:52.980000,MQ,SAM,3000,3018.0,3000,100.0,ZNE,train,gold,MQ_SAM_GOLD_20140224_141322
MQ_BAM_GOLD_20140224_141603,2014-02-24T14:16:00.709900,MQ,BAM,229,,229,100.0,ZNE,test,gold,
"bucket5$8,:3,:3012",2014-02-24T14:15:57.709900,MQ,CPM,11,,11,100.0,ZNE,train,gold,MQ_CPM_GOLD_20140224_141557
"bucket5$9,:3,:3064",2014-02-24T14:16:00.289900,MQ,GBM,63,,63,100.0,ZNE,train,gold,MQ_GBM_GOLD_20140224_141600
"bucket5$10,:3,:3031",2014-02-24T14:15:59.150000,MQ,IA2,30,468.0,30,100.0,ZNE,train,gold,MQ_IA2_GOLD_20140224_141559
"bucket5$11,:3,:3078",2014-02-24T14:16:00.190000,MQ,LAM,77,112.0,77,100.0,ZNE,train,gold,MQ_LAM_GOLD_20140224_141600
MQ_MLM_GOLD_20140224_141559,2014-02-24T14:15:59.189900,MQ,MLM,39,,39,100.0,ZNE,test,gold,
"bucket0$66,:3,:6001",2014-02-24T18:37:06.579900,MQ,BAM,3000,,3000,100.0,ZNE,train,gold,MQ_BAM_GOLD_20140224_183736
"bucket0$67,:3,:6001",2014-02-24T18:37:00.849900,MQ,CPM,3000,,3000,100.0,ZNE,train,gold,MQ_CPM_GOLD_20140224_183730
"bucket0$68,:3,:6001",2014-02-24T18:37:03.569900,MQ,GBM,3000,,3000,100.0,ZNE,train,gold,MQ_GBM_GOLD_20140224_183733
"bucket0$69,:3,:6001",2014-02-24T18:37:00.770000,MQ,IA2,3000,3015.0,3000,100.0,ZNE,train,gold,MQ_IA2_GOLD_20140224_183730
"bucket0$70,:3,:6001",2014-02-24T18:37:01.169900,MQ,MLM,3000,,3000,100.0,ZNE,train,gold,MQ_MLM_GOLD_20140224_183731
"bucket0$71,:3,:6001",2014-02-24T19:40:50.979900,MQ,BAM,3000,,3000,100.0,ZNE,train,gold,MQ_BAM_GOLD_20140224_194120
"bucket0$72,:3,:6001",2014-02-24T19:40:49.700000,MQ,IA2,3000,3001.0,3000,100.0,ZNE,train,gold,MQ_IA2_GOLD_20140224_194119
"bucket0$73,:3,:6001",2014-02-24T19:40:48.589900,MQ,MLM,3000,,3000,100.0,ZNE,train,gold,MQ_MLM_GOLD_20140224_194118
"bucket0$74,:3,:6001",2014-02-24T19:40:54.900000,MQ,SAM,3000,2989.0,3000,100.0,ZNE,train,gold,MQ_SAM_GOLD_20140224_194124
"bucket0$75,:3,:6001",2014-02-24T20:10:23.389900,MQ,BAM,3000,,3000,100.0,ZNE,train,gold,MQ_BAM_GOLD_20140224_201053
"bucket4$4,:3,:6001",2014-02-24T20:10:22.559900,MQ,CPM,3000,,3000,100.0,ZNE,test,gold,MQ_CPM_GOLD_20140224_201052
"bucket0$76,:3,:6001",2014-02-24T20:10:24.559900,MQ,MLM,3000,,3000,100.0,ZNE,train,gold,MQ_MLM_GOLD_20140224_201054
"bucket0$77,:3,:6001",2014-02-24T20:10:17.640000,MQ,SAM,3000,3004.0,3000,100.0,ZNE,train,gold,MQ_SAM_GOLD_20140224_201047
"bucket0$78,:3,:6001",2014-02-25T01:59:02.899900,MQ,CPM,3000,,3000,100.0,ZNE,train,gold,MQ_CPM_GOLD_20140225_015932
"bucket2$8,:3,:6001",2014-02-25T01:59:02.009900,MQ,GBM,3000,,3000,100.0,ZNE,dev,gold,MQ_GBM_GOLD_20140225_015932
"bucket0$79,:3,:6001",2014-02-25T01:59:01.940000,MQ,IA2,3000,3127.0,3000,100.0,ZNE,train,gold,MQ_IA2_GOLD_20140225_015931
"bucket0$80,:3,:6001",2014-02-25T01:59:01.510000,MQ,SAM,3000,3275.0,3000,100.0,ZNE,train,gold,MQ_SAM_GOLD_20140225_015931
"bucket0$81,:3,:6001",2014-02-25T03:00:04.189900,MQ,BAM,3000,,3000,100.0,ZNE,train,gold,MQ_BAM_GOLD_20140225_030034
"bucket0$82,:3,:6001",2014-02-25T03:00:03.519900,MQ,CPM,3000,,3000,100.0,ZNE,train,gold,MQ_CPM_GOLD_20140225_030033
"bucket0$83,:3,:6001",2014-02-25T03:00:04.409900,MQ,GBM,3000,,3000,100.0,ZNE,train,gold,MQ_GBM_GOLD_20140225_030034
"bucket0$84,:3,:6001",2014-02-25T03:00:03.720000,MQ,IA2,3000,3250.0,3000,100.0,ZNE,train,gold,MQ_IA2_GOLD_20140225_030033
"bucket0$85,:3,:6001",2014-02-25T03:00:04.389900,MQ,MLM,3000,,3000,100.0,ZNE,train,gold,MQ_MLM_GOLD_20140225_030034
"bucket0$86,:3,:6001",2014-02-25T03:00:03.920000,MQ,SAM,3000,3073.0,3000,100.0,ZNE,train,gold,MQ_SAM_GOLD_20140225_030033
"bucket0$87,:3,:6001",2014-02-25T05:35:51.359900,MQ,BAM,3000,,3000,100.0,ZNE,train,gold,MQ_BAM_GOLD_20140225_053621
"bucket0$88,:3,:6001",2014-02-25T05:35:51.799900,MQ,CPM,3000,,3000,100.0,ZNE,train,gold,MQ_CPM_GOLD_20140225_053621
"bucket0$89,:3,:6001",2014-02-25T05:35:51.599900,MQ,GBM,3000,,3000,100.0,ZNE,train,gold,MQ_GBM_GOLD_20140225_053621
"bucket0$90,:3,:6001",2014-02-25T05:35:50.950000,MQ,IA2,3000,3187.0,3000,100.0,ZNE,train,gold,MQ_IA2_GOLD_20140225_053620
"bucket0$91,:3,:6001",2014-02-25T05:35:51.320000,MQ,LAM,3000,3064.0,3000,100.0,ZNE,train,gold,MQ_LAM_GOLD_20140225_053621
"bucket0$92,:3,:6001",2014-02-25T05:35:53.499900,MQ,MLM,3000,,3000,100.0,ZNE,train,gold,MQ_MLM_GOLD_20140225_053623
"bucket0$93,:3,:6001",2014-02-25T09:58:08.869900,MQ,BAM,3000,,3000,100.0,ZNE,train,gold,MQ_BAM_GOLD_20140225_095838
"bucket0$94,:3,:6001",2014-02-25T09:58:08.909900,MQ,CPM,3000,,3000,100.0,ZNE,train,gold,MQ_CPM_GOLD_20140225_095838
"bucket0$95,:3,:6001",2014-02-25T09:58:08.789900,MQ,GBM,3000,,3000,100.0,ZNE,train,gold,MQ_GBM_GOLD_20140225_095838
"bucket0$96,:3,:6001",2014-02-25T09:58:08.870000,MQ,IA2,3000,3109.0,3000,100.0,ZNE,train,gold,MQ_IA2_GOLD_20140225_095838
"bucket2$9,:3,:6001",2014-02-25T09:58:08.800000,MQ,LAM,3000,,3000,100.0,ZNE,dev,gold,MQ_LAM_GOLD_20140225_095838
"bucket0$97,:3,:6001",2014-02-25T09:58:10.199900,MQ,MLM,3000,,3000,100.0,ZNE,train,gold,MQ_MLM_GOLD_20140225_095840
"bucket0$98,:3,:6001",2014-02-25T09:58:08.790000,MQ,SAM,3000,3042.0,3000,100.0,ZNE,train,gold,MQ_SAM_GOLD_20140225_095838
"bucket0$99,:3,:6001",2014-02-25T12:01:00.039900,MQ,CPM,3000,,3000,100.0,ZNE,train,gold,MQ_CPM_GOLD_20140225_120130
"bucket2$10,:3,:6001",2014-02-25T12:00:58.699900,MQ,GBM,3000,,3000,100.0,ZNE,dev,gold,MQ_GBM_GOLD_20140225_120128
"bucket0$100,:3,:6001",2014-02-25T12:00:59.560000,MQ,IA2,3000,3174.0,3000,100.0,ZNE,train,gold,MQ_IA2_GOLD_20140225_120129
"bucket0$101,:3,:6001",2014-02-25T12:01:00.310000,MQ,LAM,3000,3040.0,3000,100.0,ZNE,train,gold,MQ_LAM_GOLD_20140225_120130
"bucket4$5,:3,:6001",2014-02-25T12:01:00.760000,MQ,SAM,3000,3061.0,3000,100.0,ZNE,test,gold,MQ_SAM_GOLD_20140225_120130
"bucket0$102,:3,:6001",2014-02-25T19:58:38.239900,MQ,CPM,3000,,3000,100.0,ZNE,train,gold,MQ_CPM_GOLD_20140225_195908
"bucket0$103,:3,:6001",2014-02-25T19:58:34.639900,MQ,GBM,3000,,3000,100.0,ZNE,train,gold,MQ_GBM_GOLD_20140225_195904
"bucket0$104,:3,:6001",2014-02-25T19:58:35.350000,MQ,IA2,3000,3306.0,3000,100.0,ZNE,train,gold,MQ_IA2_GOLD_20140225_195905
"bucket0$105,:3,:6001",2014-02-25T19:58:34.109900,MQ,MLM,3000,,3000,100.0,ZNE,train,gold,MQ_MLM_GOLD_20140225_195904
"bucket2$11,:3,:6001",2014-02-25T21:06:08.989900,MQ,BAM,3000,,3000,100.0,ZNE,dev,gold,MQ_BAM_GOLD_20140225_210638
"bucket4$6,:3,:6001",2014-02-25T21:06:10.829900,MQ,CPM,3000,,3000,100.0,ZNE,test,gold,MQ_CPM_GOLD_20140225_210640
"bucket0$106,:3,:6001",2014-02-25T21:06:09.659900,MQ,GBM,3000,,3000,100.0,ZNE,train,gold,MQ_GBM_GOLD_20140225_210639
"bucket0$107,:3,:6001",2014-02-25T21:06:10.450000,MQ,IA2,3000,3136.0,3000,100.0,ZNE,train,gold,MQ_IA2_GOLD_20140225_210640
"bucket0$108,:3,:6001",2014-02-25T21:06:09.630000,MQ,LAM,3000,,3000,100.0,ZNE,train,gold,MQ_LAM_GOLD_20140225_210639
"bucket0$109,:3,:6001",2014-02-25T21:06:10.619900,MQ,MLM,3000,,3000,100.0,ZNE,train,gold,MQ_MLM_GOLD_20140225_210640
"bucket0$110,:3,:6001",2014-02-25T21:06:11.210000,MQ,SAM,3000,3004.0,3000,100.0,ZNE,train,gold,MQ_SAM_GOLD_20140225_210641
"bucket0$111,:3,:6001",2014-02-26T03:43:03.719900,MQ,BAM,3000,,3000,100.0,ZNE,train,gold,MQ_BAM_GOLD_20140226_034333
"bucket2$12,:3,:6001",2014-02-26T03:43:03.049900,MQ,CPM,3000,,3000,100.0,ZNE,dev,gold,MQ_CPM_GOLD_20140226_034333
"bucket0$112,:3,:6001",2014-02-26T03:43:02.069900,MQ,GBM,3000,,3000,100.0,ZNE,train,gold,MQ_GBM_GOLD_20140226_034332
"bucket0$113,:3,:6001",2014-02-26T03:43:02.410000,MQ,IA2,3000,3057.0,3000,100.0,ZNE,train,gold,MQ_IA2_GOLD_20140226_034332
"bucket0$114,:3,:6001",2014-02-26T07:56:43.359900,MQ,BAM,3000,,3000,100.0,ZNE,train,gold,MQ_BAM_GOLD_20140226_075713
"bucket2$13,:3,:6001",2014-02-26T07:56:43.479900,MQ,CPM,3000,,3000,100.0,ZNE,dev,gold,MQ_CPM_GOLD_20140226_075713
"bucket0$115,:3,:6001",2014-02-26T07:56:43.709900,MQ,GBM,3000,,3000,100.0,ZNE,train,gold,MQ_GBM_GOLD_20140226_075713
"bucket2$14,:3,:6001",2014-02-26T07:56:43.500000,MQ,IA2,3000,3215.0,3000,100.0,ZNE,dev,gold,MQ_IA2_GOLD_20140226_075713
"bucket2$15,:3,:6001",2014-02-26T07:56:43.520000,MQ,LAM,3000,3040.0,3000,100.0,ZNE,dev,gold,MQ_LAM_GOLD_20140226_075713
"bucket0$116,:3,:6001",2014-02-26T07:56:43.909900,MQ,MLM,3000,,3000,100.0,ZNE,train,gold,MQ_MLM_GOLD_20140226_075713
"bucket4$7,:3,:6001",2014-02-26T07:56:58.229900,MQ,CPM,3000,,3000,100.0,ZNE,test,gold,MQ_CPM_GOLD_20140226_075728
"bucket0$117,:3,:6001",2014-02-26T07:56:57.909900,MQ,GBM,3000,,3000,100.0,ZNE,train,gold,MQ_GBM_GOLD_20140226_075727
"bucket4$8,:3,:6001",2014-02-26T07:56:58.410000,MQ,IA2,3000,3107.0,3000,100.0,ZNE,test,gold,MQ_IA2_GOLD_20140226_075728
"bucket0$118,:3,:6001",2014-02-26T07:56:57.910000,MQ,LAM,3000,3069.0,3000,100.0,ZNE,train,gold,MQ_LAM_GOLD_20140226_075727
"bucket0$119,:3,:6001",2014-02-26T07:56:58.869900,MQ,MLM,3000,,3000,100.0,ZNE,train,gold,MQ_MLM_GOLD_20140226_075728
"bucket0$120,:3,:6001",2014-02-26T07:56:58.850000,MQ,SAM,3000,3040.0,3000,100.0,ZNE,train,gold,MQ_SAM_GOLD_20140226_075728
"bucket0$121,:3,:6001",2014-02-26T21:25:39.959900,MQ,BAM,3000,,3000,100.0,ZNE,train,gold,MQ_BAM_GOLD_20140226_212609
"bucket0$122,:3,:6001",2014-02-26T21:25:40.919900,MQ,GBM,3000,,3000,100.0,ZNE,train,gold,MQ_GBM_GOLD_20140226_212610
"bucket0$123,:3,:6001",2014-02-26T21:25:40.890000,MQ,LAM,3000,3038.0,3000,100.0,ZNE,train,gold,MQ_LAM_GOLD_20140226_212610
"bucket0$124,:3,:6001",2014-02-26T21:25:40.909900,MQ,MLM,3000,,3000,100.0,ZNE,train,gold,MQ_MLM_GOLD_20140226_212610
"bucket2$16,:3,:6001",2014-02-26T21:25:42.360000,MQ,SAM,3000,3070.0,3000,100.0,ZNE,dev,gold,MQ_SAM_GOLD_20140226_212612
"bucket0$125,:3,:6001",2014-02-28T08:09:13.399900,MQ,BAM,3000,,3000,100.0,ZNE,train,gold,MQ_BAM_GOLD_20140228_080943
"bucket0$126,:3,:6001",2014-02-28T08:09:13.339900,MQ,CPM,3000,,3000,100.0,ZNE,train,gold,MQ_CPM_GOLD_20140228_080943
"bucket4$9,:3,:6001",2014-02-28T08:09:13.209900,MQ,GBM,3000,,3000,100.0,ZNE,test,gold,MQ_GBM_GOLD_20140228_080943
"bucket0$127,:3,:6001",2014-02-28T08:09:13.700000,MQ,IA2,3000,3070.0,3000,100.0,ZNE,train,gold,MQ_IA2_GOLD_20140228_080943
