trace_name,trace_start_time,station_network_code,station_code,station_latitude_deg,station_longitude_deg,station_elevation_m,trace_p_arrival_sample,trace_s_arrival_sample,center_sample,trace_sampling_rate_hz,trace_component_order,split,name,trace_name_original
"bucket0$21,:3,:6001",2014-03-16T01:18:17.289900,MQ,BAM,14.8171,-61.1445,670.0,500.0,6497.0,500,100.0,ZNE,train,manuel,MQ_BAM_20140316_011822
"bucket0$22,:3,:6001",2014-03-16T01:17:43.649900,MQ,MLM,14.7846,-61.1786,370.0,3872.0,3877.0,3872,100.0,ZNE,train,manuel,MQ_MLM_20140316_011822
"bucket2$3,:3,:6001",2014-03-16T01:18:09.400000,MQ,IA2,14.80307,-61.20515,289.0,1311.0,1401.0,1311,100.0,ZNE,test,manuel,MQ_IA2_20140316_011822
"bucket0$23,:3,:6001",2014-03-16T01:17:55.539900,MQ,CPM,14.8168,-61.2074,242.0,2709.0,,2709,100.0,ZNE,train,manuel,MQ_CPM_20140316_011822
"bucket0$24,:3,:6001",2014-03-16T01:18:15.240000,WI,SAM,14.84108,-61.1638,485.0,771.0,850.0,771,100.0,ZNE,train,manuel,WI_SAM_20140316_011822
"bucket1$1,:3,:6001",2014-03-16T01:41:21.770000,MQ,LAM,14.81292,-61.16314,1240.0,4190.0,4242.0,4190,100.0,ZNE,dev,manuel,MQ_LAM_20140316_014203
"bucket0$25,:3,:6001",2014-03-16T01:41:44.999900,MQ,GBM,14.799451,-61.159276,800.0,1910.0,,1910,100.0,ZNE,train,manuel,MQ_GBM_20140316_014204
"bucket0$26,:3,:6001",2014-03-16T01:41:11.200000,WI,SAM,14.84108,-61.1638,485.0,5295.0,5389.0,5295,100.0,ZNE,train,manuel,WI_SAM_20140316_014204
"bucket0$27,:3,:6001",2014-03-16T01:41:33.319900,MQ,MLM,14.7846,-61.1786,370.0,3093.0,,3093,100.0,ZNE,train,manuel,MQ_MLM_20140316_014204
"bucket0$28,:3,:6001",2014-03-16T01:41:51.040000,MQ,IA2,14.80307,-61.20515,289.0,1321.0,1413.0,1321,100.0,ZNE,train,manuel,MQ_IA2_20140316_014204
"bucket0$29,:3,:6001",2014-03-16T01:41:59.659900,MQ,BAM,14.8171,-61.1445,670.0,505.0,,505,100.0,ZNE,train,manuel,MQ_BAM_20140316_014204
"bucket0$30,:3,:6001",2014-03-16T03:04:57.989900,MQ,GBM,14.799451,-61.159276,800.0,2920.0,,2920,100.0,ZNE,train,manuel,MQ_GBM_20140316_030527
"bucket0$31,:3,:6001",2014-03-16T03:05:13.490000,MQ,LAM,14.81292,-61.16314,1240.0,1371.0,1399.0,1371,100.0,ZNE,train,manuel,MQ_LAM_20140316_030527
"bucket2$4,:3,:6001",2014-03-16T03:04:36.529900,MQ,BAM,14.8171,-61.1445,670.0,5107.0,,5107,100.0,ZNE,test,manuel,MQ_BAM_20140316_030527
"bucket0$32,:3,:6001",2014-03-16T03:05:19.309900,MQ,MLM,14.7846,-61.1786,370.0,829.0,,829,100.0,ZNE,train,manuel,MQ_MLM_20140316_030527
"bucket0$33,:3,:6001",2014-03-16T03:05:01.740000,WI,SAM,14.84108,-61.1638,485.0,2607.0,2705.0,2607,100.0,ZNE,train,manuel,WI_SAM_20140316_030527
"bucket1$2,:3,:6001",2014-03-16T03:04:49.080000,MQ,IA2,14.80307,-61.20515,289.0,3877.0,3973.0,3877,100.0,ZNE,dev,manuel,MQ_IA2_20140316_030527
"bucket0$34,:3,:6001",2014-03-16T03:05:03.339900,MQ,CPM,14.8168,-61.2074,242.0,2461.0,,2461,100.0,ZNE,train,manuel,MQ_CPM_20140316_030527
"bucket0$35,:3,:6001",2014-03-16T03:18:22.370000,MQ,LAM,14.81292,-61.16314,1240.0,3575.0,3655.0,3575,100.0,ZNE,train,manuel,MQ_LAM_20140316_031858
"bucket0$36,:3,:6001",2014-03-16T03:18:34.179900,MQ,GBM,14.799451,-61.159276,800.0,2436.0,,2436,100.0,ZNE,train,manuel,MQ_GBM_20140316_031858
"bucket0$37,:3,:6001",2014-03-16T03:18:53.100000,MQ,IA2,14.80307,-61.20515,289.0,562.0,694.0,562,100.0,ZNE,train,manuel,MQ_IA2_20140316_031858
"bucket0$38,:3,:6001",2014-03-16T03:18:30.729900,MQ,BAM,14.8171,-61.1445,670.0,2818.0,,2818,100.0,ZNE,train,manuel,MQ_BAM_20140316_031858
"bucket0$39,:3,:6001",2014-03-16T03:18:25.079900,MQ,MLM,14.7846,-61.1786,370.0,3392.0,,3392,100.0,ZNE,train,manuel,MQ_MLM_20140316_031859
"bucket0$40,:3,:6001",2014-03-16T03:18:37.200000,WI,SAM,14.84108,-61.1638,485.0,2211.0,2296.0,2211,100.0,ZNE,train,manuel,WI_SAM_20140316_031859
"bucket0$41,:3,:6001",2014-03-16T04:28:25.820000,MQ,LAM,14.81292,-61.16314,1240.0,923.0,985.0,923,100.0,ZNE,train,manuel,MQ_LAM_20140316_042835
"bucket0$42,:3,:6001",2014-03-16T04:28:15.999900,MQ,GBM,14.799451,-61.159276,800.0,1932.0,,1932,100.0,ZNE,train,manuel,MQ_GBM_20140316_042835
"bucket0$43,:3,:6001",2014-03-16T04:27:58.460000,MQ,IA2,14.80307,-61.20515,289.0,3703.0,3807.0,3703,100.0,ZNE,train,manuel,MQ_IA2_20140316_042835
"bucket1$3,:3,:6001",2014-03-16T04:27:44.909900,MQ,BAM,14.8171,-61.1445,670.0,5094.0,,5094,100.0,ZNE,dev,manuel,MQ_BAM_20140316_042835
"bucket0$44,:3,:6001",2014-03-16T04:28:21.109900,MQ,MLM,14.7846,-61.1786,370.0,1541.0,,1541,100.0,ZNE,train,manuel,MQ_MLM_20140316_042836
"bucket2$5,:3,:6001",2014-03-16T04:28:54.200000,MQ,LAM,14.81292,-61.16314,1240.0,1332.0,1420.0,1332,100.0,ZNE,test,manuel,MQ_LAM_20140316_042907
"bucket0$45,:3,:6001",2014-03-16T04:29:00.389900,MQ,GBM,14.799451,-61.159276,800.0,768.0,,768,100.0,ZNE,train,manuel,MQ_GBM_20140316_042908
"bucket2$6,:3,:6001",2014-03-16T04:28:48.940000,MQ,IA2,14.80307,-61.20515,289.0,1928.0,2079.0,1928,100.0,ZNE,test,manuel,MQ_IA2_20140316_042908
"bucket0$46,:3,:6001",2014-03-16T04:28:53.899900,MQ,BAM,14.8171,-61.1445,670.0,1464.0,,1464,100.0,ZNE,train,manuel,MQ_BAM_20140316_042908
"bucket0$47,:3,:6001",2014-03-16T04:28:23.730000,WI,SAM,14.84108,-61.1638,485.0,4549.0,4606.0,4549,100.0,ZNE,train,manuel,WI_SAM_20140316_042909
"bucket0$48,:3,:6001",2014-04-02T08:53:26.729900,MQ,GBM,14.799451,-61.159276,800.0,4665.0,,4665,100.0,ZNE,train,manuel,MQ_GBM_20140402_085413
"bucket2$7,:3,:6001",2014-04-02T08:54:03.730000,MQ,LAM,14.81292,-61.16314,1240.0,974.0,1041.0,974,100.0,ZNE,test,manuel,MQ_LAM_20140402_085413
"bucket0$49,:3,:6001",2014-04-02T08:53:58.229900,MQ,BAM,14.8171,-61.1445,670.0,1553.0,,1553,100.0,ZNE,train,manuel,MQ_BAM_20140402_085413
"bucket1$4,:3,:6001",2014-04-02T08:53:31.150000,MQ,IA2,14.80307,-61.20515,289.0,4318.0,4384.0,4318,100.0,ZNE,dev,manuel,MQ_IA2_20140402_085414
"bucket1$5,:3,:6001",2014-04-02T18:32:45.120000,MQ,LAM,14.81292,-61.16314,1240.0,2670.0,2730.0,2670,100.0,ZNE,dev,manuel,MQ_LAM_20140402_183311
"bucket0$50,:3,:6001",2014-04-02T18:32:18.209900,MQ,GBM,14.799451,-61.159276,800.0,5398.0,,5398,100.0,ZNE,train,manuel,MQ_GBM_20140402_183312
"bucket0$51,:3,:6001",2014-04-02T18:32:21.080000,MQ,IA2,14.80307,-61.20515,289.0,,5245.0,5245,100.0,ZNE,train,manuel,MQ_IA2_20140402_183313
"bucket0$52,:3,:6001",2014-04-13T19:44:15.960000,MQ,LAM,14.81292,-61.16314,1240.0,731.0,783.0,731,100.0,ZNE,train,manuel,MQ_LAM_20140413_194423
"bucket0$53,:3,:6001",2014-04-13T19:43:31.259900,MQ,BAM,14.8171,-61.1445,670.0,5233.0,,5233,100.0,ZNE,train,manuel,MQ_BAM_20140413_194423
"bucket1$6,:3,:6001",2014-04-13T19:44:13.279900,MQ,GBM,14.799451,-61.159276,800.0,1038.0,,1038,100.0,ZNE,dev,manuel,MQ_GBM_20140413_194423
"bucket0$54,:3,:6001",2014-04-13T19:43:47.700000,MQ,IA2,14.80307,-61.20515,289.0,3612.0,3715.0,3612,100.0,ZNE,train,manuel,MQ_IA2_20140413_194423
"bucket0$55,:3,:6001",2014-04-13T20:21:31.500000,MQ,LAM,14.81292,-61.16314,1240.0,1573.0,1686.0,1573,100.0,ZNE,train,manuel,MQ_LAM_20140413_202147
"bucket0$56,:3,:6001",2014-04-13T20:21:06.729900,MQ,GBM,14.799451,-61.159276,800.0,4054.0,,4054,100.0,ZNE,train,manuel,MQ_GBM_20140413_202147
"bucket0$57,:3,:6001",2014-04-13T20:21:38.460000,MQ,IA2,14.80307,-61.20515,289.0,901.0,999.0,901,100.0,ZNE,train,manuel,MQ_IA2_20140413_202147
"bucket2$8,:3,:6001",2014-04-13T20:21:33.009900,MQ,BAM,14.8171,-61.1445,670.0,1467.0,,1467,100.0,ZNE,test,manuel,MQ_BAM_20140413_202147
"bucket0$58,:3,:6001",2014-04-25T12:09:16.220000,MQ,LAM,14.81292,-61.16314,1240.0,3639.0,3820.0,3639,100.0,ZNE,train,manuel,MQ_LAM_20140425_120952
"bucket0$59,:3,:6001",2014-04-25T12:09:18.299900,MQ,GBM,14.799451,-61.159276,800.0,3471.0,,3471,100.0,ZNE,train,manuel,MQ_GBM_20140425_120953
"bucket0$60,:3,:6001",2014-04-25T12:09:14.700000,MQ,IA2,14.80307,-61.20515,289.0,3890.0,4119.0,3890,100.0,ZNE,train,manuel,MQ_IA2_20140425_120953
"bucket1$7,:3,:6001",2014-05-02T13:53:48.360000,MQ,LAM,14.81292,-61.16314,1240.0,2345.0,2408.0,2345,100.0,ZNE,dev,manuel,MQ_LAM_20140502_135411
"bucket1$8,:3,:6001",2014-05-02T13:53:28.729900,MQ,GBM,14.799451,-61.159276,800.0,4315.0,,4315,100.0,ZNE,dev,manuel,MQ_GBM_20140502_135411
"bucket2$9,:3,:6001",2014-05-02T13:53:46.470000,MQ,IA2,14.80307,-61.20515,289.0,2587.0,2689.0,2587,100.0,ZNE,test,manuel,MQ_IA2_20140502_135412
"bucket1$9,:3,:6001",2014-05-02T19:13:26.700000,MQ,LAM,14.81292,-61.16314,1240.0,901.0,963.0,901,100.0,ZNE,dev,manuel,MQ_LAM_20140502_191335
"bucket0$61,:3,:6001",2014-05-02T19:13:18.129900,MQ,GBM,14.799451,-61.159276,800.0,1803.0,,1803,100.0,ZNE,train,manuel,MQ_GBM_20140502_191336
"bucket1$10,:3,:6001",2014-05-02T19:12:46.820000,MQ,IA2,14.80307,-61.20515,289.0,4963.0,5031.0,4963,100.0,ZNE,dev,manuel,MQ_IA2_20140502_191336
"bucket0$62,:3,:6001",2014-05-02T19:12:46.379900,MQ,BAM,14.8171,-61.1445,670.0,5009.0,,5009,100.0,ZNE,train,manuel,MQ_BAM_20140502_191336
"bucket0$63,:3,:6001",2014-05-02T19:13:21.909900,MQ,MLM,14.7846,-61.1786,370.0,1467.0,,1467,100.0,ZNE,train,manuel,MQ_MLM_20140502_191336
"bucket2$10,:3,:6001",2014-05-05T15:03:30.020000,MQ,LAM,14.81292,-61.16314,1240.0,2876.0,2937.0,2876,100.0,ZNE,test,manuel,MQ_LAM_20140505_150358
"bucket1$11,:3,:6001",2014-05-05T15:03:20.439900,MQ,GBM,14.799451,-61.159276,800.0,3838.0,,3838,100.0,ZNE,dev,manuel,MQ_GBM_20140505_150358
"bucket0$64,:3,:6001",2014-05-05T15:03:45.249900,MQ,BAM,14.8171,-61.1445,670.0,1394.0,,1394,100.0,ZNE,train,manuel,MQ_BAM_20140505_150359
"bucket2$11,:3,:6001",2014-05-05T15:03:14.180000,MQ,IA2,14.80307,-61.20515,289.0,4517.0,4617.0,4517,100.0,ZNE,test,manuel,MQ_IA2_20140505_150359
"bucket0$65,:3,:6001",2014-05-05T15:03:31.949900,MQ,CPM,14.8168,-61.2074,242.0,2760.0,,2760,100.0,ZNE,train,manuel,MQ_CPM_20140505_150359
"bucket1$12,:3,:6001",2014-05-05T15:03:40.660000,WI,SAM,14.84108,-61.1638,485.0,,1979.0,1979,100.0,ZNE,dev,manuel,WI_SAM_20140505_150400
"bucket0$66,:3,:6001",2014-05-06T00:02:26.460000,MQ,LAM,14.81292,-61.16314,1240.0,4901.0,4965.0,4901,100.0,ZNE,train,manuel,MQ_LAM_20140506_000315
"bucket0$67,:3,:6001",2014-05-06T00:02:37.869900,MQ,GBM,14.799451,-61.159276,800.0,3762.0,,3762,100.0,ZNE,train,manuel,MQ_GBM_20140506_000315
"bucket0$68,:3,:6001",2014-05-06T00:03:06.109900,MQ,BAM,14.8171,-61.1445,670.0,968.0,,968,100.0,ZNE,train,manuel,MQ_BAM_20140506_000315
"bucket2$12,:3,:6001",2014-05-06T00:02:32.689900,MQ,CPM,14.8168,-61.2074,242.0,4319.0,,4319,100.0,ZNE,test,manuel,MQ_CPM_20140506_000315
"bucket0$69,:3,:6001",2014-05-06T00:02:45.049900,MQ,MLM,14.7846,-61.1786,370.0,3085.0,,3085,100.0,ZNE,train,manuel,MQ_MLM_20140506_000315
"bucket0$70,:3,:6001",2014-05-06T00:03:10.350000,MQ,IA2,14.80307,-61.20515,289.0,565.0,659.0,565,100.0,ZNE,train,manuel,MQ_IA2_20140506_000316
"bucket0$71,:3,:6001",2014-05-06T00:02:51.690000,WI,SAM,14.84108,-61.1638,485.0,2495.0,2534.0,2495,100.0,ZNE,train,manuel,WI_SAM_20140506_000316
"bucket2$13,:3,:6001",2014-05-06T12:13:02.379900,MQ,GBM,14.799451,-61.159276,800.0,3149.0,,3149,100.0,ZNE,test,manuel,MQ_GBM_20140506_121333
"bucket0$72,:3,:6001",2014-05-06T12:12:43.740000,MQ,LAM,14.81292,-61.16314,1240.0,5037.0,5106.0,5037,100.0,ZNE,train,manuel,MQ_LAM_20140506_121334
"bucket0$73,:3,:6001",2014-05-06T12:13:05.139900,MQ,BAM,14.8171,-61.1445,670.0,2932.0,,2932,100.0,ZNE,train,manuel,MQ_BAM_20140506_121334
"bucket0$74,:3,:6001",2014-05-06T21:01:11.929900,MQ,GBM,14.799451,-61.159276,800.0,3769.0,,3769,100.0,ZNE,train,manuel,MQ_GBM_20140506_210149
"bucket0$75,:3,:6001",2014-05-06T21:01:44.220000,MQ,LAM,14.81292,-61.16314,1240.0,548.0,627.0,548,100.0,ZNE,train,manuel,MQ_LAM_20140506_210149
"bucket0$76,:3,:6001",2014-05-06T21:00:57.939900,MQ,BAM,14.8171,-61.1445,670.0,5206.0,,5206,100.0,ZNE,train,manuel,MQ_BAM_20140506_210150
"bucket1$13,:3,:6001",2014-05-06T21:01:34.290000,MQ,IA2,14.80307,-61.20515,289.0,1593.0,1693.0,1593,100.0,ZNE,dev,manuel,MQ_IA2_20140506_210150
"bucket1$14,:3,:6001",2014-05-06T21:01:06.370000,WI,SAM,14.84108,-61.1638,485.0,,4460.0,4460,100.0,ZNE,dev,manuel,WI_SAM_20140506_210150
"bucket1$15,:3,:6001",2014-05-10T05:56:02.839900,MQ,GBM,14.799451,-61.159276,800.0,3128.0,,3128,100.0,ZNE,dev,manuel,MQ_GBM_20140510_055634
"bucket0$77,:3,:6001",2014-05-10T05:56:22.540000,MQ,LAM,14.81292,-61.16314,1240.0,1164.0,1216.0,1164,100.0,ZNE,train,manuel,MQ_LAM_20140510_055634
"bucket0$78,:3,:6001",2014-05-10T05:55:55.739900,MQ,BAM,14.8171,-61.1445,670.0,3881.0,,3881,100.0,ZNE,train,manuel,MQ_BAM_20140510_055634
"bucket0$79,:3,:6001",2014-05-13T01:29:31.720000,MQ,IA2,14.80307,-61.20515,289.0,4175.0,4246.0,4175,100.0,ZNE,train,manuel,MQ_IA2_20140513_013013
"bucket0$80,:3,:6001",2014-05-13T01:29:33.810000,MQ,LAM,14.81292,-61.16314,1240.0,3979.0,4015.0,3979,100.0,ZNE,train,manuel,MQ_LAM_20140513_013013
"bucket0$81,:3,:6001",2014-05-13T01:29:19.949900,MQ,GBM,14.799451,-61.159276,800.0,5369.0,,5369,100.0,ZNE,train,manuel,MQ_GBM_20140513_013013
"bucket1$16,:3,:6001",2014-05-13T01:30:06.519900,MQ,BAM,14.8171,-61.1445,670.0,741.0,,741,100.0,ZNE,dev,manuel,MQ_BAM_20140513_013013
"bucket0$82,:3,:6001",2014-05-17T00:56:50.759900,MQ,GBM,14.799451,-61.159276,800.0,3102.0,,3102,100.0,ZNE,train,manuel,MQ_GBM_20140517_005721
"bucket0$83,:3,:6001",2014-05-17T00:57:08.090000,MQ,LAM,14.81292,-61.16314,1240.0,1373.0,1531.0,1373,100.0,ZNE,train,manuel,MQ_LAM_20140517_005721
"bucket0$84,:3,:6001",2014-05-17T00:56:33.139900,MQ,BAM,14.8171,-61.1445,670.0,4870.0,,4870,100.0,ZNE,train,manuel,MQ_BAM_20140517_005721
"bucket0$85,:3,:6001",2014-05-24T23:39:40.579900,MQ,GBM,14.799451,-61.159276,800.0,3343.0,,3343,100.0,ZNE,train,manuel,MQ_GBM_20140524_234014
"bucket0$86,:3,:6001",2014-05-24T23:39:42.800000,MQ,LAM,14.81292,-61.16314,1240.0,3125.0,3166.0,3125,100.0,ZNE,train,manuel,MQ_LAM_20140524_234014
"bucket0$87,:3,:6001",2014-05-24T23:39:32.069900,MQ,BAM,14.8171,-61.1445,670.0,4233.0,,4233,100.0,ZNE,train,manuel,MQ_BAM_20140524_234014
"bucket0$88,:3,:6001",2014-05-24T23:39:34.600000,MQ,IA2,14.80307,-61.20515,289.0,4007.0,4024.0,4007,100.0,ZNE,train,manuel,MQ_IA2_20140524_234014
"bucket0$89,:3,:6001",2014-05-24T23:39:28.110000,WI,SAM,14.84108,-61.1638,485.0,4687.0,4701.0,4687,100.0,ZNE,train,manuel,WI_SAM_20140524_234014
"bucket0$90,:3,:6001",2014-05-24T23:40:06.249900,MQ,MLM,14.7846,-61.1786,370.0,877.0,,877,100.0,ZNE,train,manuel,MQ_MLM_20140524_234015
