trace_name,station_network_code,station_code,station_latitude_deg,station_longitude_deg,station_elevation_m,trace_p_arrival_sample,trace_s_arrival_sample,center_sample,trace_sampling_rate_hz,trace_component_order,split,name,trace_name_original
"bucket0$15,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,MQ_IA2_NOISE_20140226_075731
"bucket0$16,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,MQ_IA2_NOISE_20140501_094433
"bucket0$17,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,MQ_IA2_NOISE_20140324_194039
"bucket0$18,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,MQ_IA2_NOISE_20140504_044715
"bucket0$19,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,MQ_IA2_NOISE_20140504_220316
"bucket1$3,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,dev,noise,MQ_IA2_NOISE_20140327_111110
"bucket0$20,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,MQ_IA2_NOISE_20140430_202350
"bucket0$21,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,MQ_IA2_NOISE_20140220_104453
"bucket0$22,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,MQ_IA2_NOISE_20140422_065855
"bucket0$23,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,MQ_IA2_NOISE_20140516_142026
"bucket0$24,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,MQ_IA2_NOISE_20140402_140048
"bucket0$25,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,MQ_IA2_NOISE_20140308_052856
"bucket0$26,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,MQ_IA2_NOISE_20140423_105807
"bucket1$4,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,dev,noise,MQ_IA2_NOISE_20140420_012000
"bucket0$27,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,MQ_IA2_NOISE_20140221_192802
"bucket0$28,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,MQ_IA2_NOISE_20140419_075728
"bucket2$0,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,test,noise,MQ_IA2_NOISE_20140420_181608
"bucket0$29,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,MQ_IA2_NOISE_20140509_212200
"bucket0$30,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,MQ_IA2_NOISE_20140425_152855
"bucket0$31,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,MQ_IA2_NOISE_20140427_080403
"bucket0$32,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,MQ_IA2_NOISE_20140525_060158
"bucket0$33,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,MQ_IA2_NOISE_20140415_031446
"bucket0$34,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,MQ_IA2_NOISE_20140323_100407
"bucket0$35,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,MQ_IA2_NOISE_20140514_224055
"bucket0$36,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,MQ_IA2_NOISE_20140404_115839
"bucket0$37,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,MQ_IA2_NOISE_20140310_152003
"bucket0$38,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,MQ_IA2_NOISE_20140503_073035
"bucket0$39,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,MQ_IA2_NOISE_20140415_123043
"bucket1$5,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,dev,noise,MQ_IA2_NOISE_20140224_194636
"bucket2$1,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,test,noise,MQ_IA2_NOISE_20140508_004521
"bucket0$40,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,MQ_IA2_NOISE_20140315_112401
"bucket0$41,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,MQ_IA2_NOISE_20140516_165422
"bucket1$6,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,dev,noise,MQ_IA2_NOISE_20140222_064900
"bucket0$42,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,MQ_IA2_NOISE_20140502_062415
"bucket0$43,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,MQ_IA2_NOISE_20140416_154303
"bucket0$44,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,MQ_IA2_NOISE_20140227_084301
"bucket0$45,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,MQ_IA2_NOISE_20140313_061150
"bucket0$46,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,MQ_IA2_NOISE_20140222_160234
"bucket0$47,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,MQ_IA2_NOISE_20140521_205029
"bucket0$48,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,MQ_IA2_NOISE_20140422_063202
"bucket0$49,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,MQ_IA2_NOISE_20140414_083603
"bucket0$50,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,MQ_IA2_NOISE_20140309_093900
"bucket0$51,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,MQ_IA2_NOISE_20140429_110725
"bucket0$52,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,MQ_IA2_NOISE_20140228_162137
"bucket0$53,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,MQ_IA2_NOISE_20140412_234143
"bucket0$54,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,MQ_IA2_NOISE_20140505_230130
"bucket0$55,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,MQ_IA2_NOISE_20140318_160013
"bucket1$7,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,dev,noise,MQ_IA2_NOISE_20140308_231134
"bucket0$56,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,MQ_IA2_NOISE_20140220_225409
"bucket0$57,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,MQ_IA2_NOISE_20140222_051215
"bucket0$58,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,MQ_IA2_NOISE_20140318_124707
"bucket0$59,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,MQ_IA2_NOISE_20140401_002802
"bucket2$2,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,test,noise,MQ_IA2_NOISE_20140408_162531
"bucket0$60,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,MQ_IA2_NOISE_20140315_152333
"bucket0$61,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,MQ_IA2_NOISE_20140307_110628
"bucket0$62,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,MQ_IA2_NOISE_20140319_235307
"bucket2$3,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,test,noise,MQ_IA2_NOISE_20140225_180337
"bucket0$63,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,MQ_IA2_NOISE_20140304_164242
"bucket0$64,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,MQ_IA2_NOISE_20140410_213305
"bucket0$65,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,MQ_IA2_NOISE_20140430_042536
"bucket1$8,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,dev,noise,MQ_IA2_NOISE_20140509_211250
"bucket0$66,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,MQ_IA2_NOISE_20140419_134333
"bucket0$67,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,MQ_IA2_NOISE_20140425_044328
"bucket2$4,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,test,noise,MQ_IA2_NOISE_20140404_180445
"bucket0$68,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,MQ_IA2_NOISE_20140425_114113
"bucket0$69,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,MQ_IA2_NOISE_20140516_173654
"bucket0$70,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,MQ_IA2_NOISE_20140325_154359
"bucket0$71,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,MQ_IA2_NOISE_20140420_224556
"bucket0$72,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,MQ_IA2_NOISE_20140222_143335
"bucket0$73,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,MQ_IA2_NOISE_20140324_160055
"bucket0$74,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,MQ_IA2_NOISE_20140309_092621
"bucket0$75,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,MQ_IA2_NOISE_20140505_123012
"bucket0$76,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,MQ_IA2_NOISE_20140416_015230
"bucket0$77,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,MQ_IA2_NOISE_20140420_125619
"bucket2$5,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,test,noise,MQ_IA2_NOISE_20140516_152622
"bucket0$78,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,MQ_IA2_NOISE_20140414_131639
"bucket0$79,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,MQ_IA2_NOISE_20140317_001454
"bucket0$80,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,MQ_IA2_NOISE_20140326_204040
"bucket0$81,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,MQ_IA2_NOISE_20140227_081328
"bucket1$9,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,dev,noise,MQ_IA2_NOISE_20140418_135107
"bucket0$82,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,MQ_IA2_NOISE_20140331_104131
"bucket0$83,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,noise,MQ_IA2_NOISE_20140417_185328
"bucket0$84,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,WI_SAM_NOISE_20140429_005836
"bucket0$85,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,WI_SAM_NOISE_20140516_123421
"bucket2$6,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,test,noise,WI_SAM_NOISE_20140313_092032
"bucket0$86,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,WI_SAM_NOISE_20140523_165544
"bucket0$87,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,WI_SAM_NOISE_20140407_011415
"bucket0$88,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,WI_SAM_NOISE_20140529_064706
"bucket0$89,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,WI_SAM_NOISE_20140331_224640
"bucket1$10,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,dev,noise,WI_SAM_NOISE_20140519_072714
"bucket1$11,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,dev,noise,WI_SAM_NOISE_20140413_171224
"bucket0$90,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,WI_SAM_NOISE_20140522_031452
"bucket0$91,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,WI_SAM_NOISE_20140331_185501
"bucket0$92,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,WI_SAM_NOISE_20140519_201128
"bucket0$93,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,WI_SAM_NOISE_20140225_115906
"bucket0$94,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,WI_SAM_NOISE_20140516_070331
"bucket0$95,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,WI_SAM_NOISE_20140508_232234
"bucket0$96,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,WI_SAM_NOISE_20140330_085920
"bucket0$97,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,WI_SAM_NOISE_20140522_031255
"bucket0$98,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,WI_SAM_NOISE_20140411_234651
"bucket2$7,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,test,noise,WI_SAM_NOISE_20140528_060156
"bucket0$99,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,WI_SAM_NOISE_20140226_010713
"bucket0$100,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,WI_SAM_NOISE_20140417_124344
"bucket1$12,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,dev,noise,WI_SAM_NOISE_20140308_191954
"bucket0$101,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,WI_SAM_NOISE_20140329_045550
"bucket0$102,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,WI_SAM_NOISE_20140414_065429
"bucket0$103,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,WI_SAM_NOISE_20140526_143325
"bucket0$104,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,WI_SAM_NOISE_20140513_032906
"bucket0$105,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,WI_SAM_NOISE_20140421_181840
"bucket0$106,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,WI_SAM_NOISE_20140520_111948
"bucket0$107,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,WI_SAM_NOISE_20140530_194413
"bucket0$108,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,WI_SAM_NOISE_20140402_220840
"bucket0$109,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,WI_SAM_NOISE_20140524_041337
"bucket0$110,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,WI_SAM_NOISE_20140222_004541
"bucket0$111,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,WI_SAM_NOISE_20140527_222938
"bucket1$13,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,dev,noise,WI_SAM_NOISE_20140228_112336
"bucket0$112,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,WI_SAM_NOISE_20140423_233727
"bucket0$113,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,WI_SAM_NOISE_20140228_034527
"bucket0$114,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,WI_SAM_NOISE_20140506_084403
"bucket2$8,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,test,noise,WI_SAM_NOISE_20140314_071649
"bucket0$115,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,WI_SAM_NOISE_20140501_174146
"bucket0$116,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,WI_SAM_NOISE_20140305_101747
"bucket2$9,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,test,noise,WI_SAM_NOISE_20140321_232159
"bucket0$117,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,WI_SAM_NOISE_20140410_211008
"bucket2$10,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,test,noise,WI_SAM_NOISE_20140228_133814
"bucket0$118,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,WI_SAM_NOISE_20140529_025415
"bucket0$119,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,WI_SAM_NOISE_20140528_153654
"bucket0$120,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,WI_SAM_NOISE_20140504_045600
"bucket0$121,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,WI_SAM_NOISE_20140408_032116
"bucket0$122,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,WI_SAM_NOISE_20140309_004934
"bucket0$123,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,WI_SAM_NOISE_20140330_050820
"bucket2$11,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,test,noise,WI_SAM_NOISE_20140312_085143
"bucket0$124,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,WI_SAM_NOISE_20140527_071402
"bucket0$125,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,WI_SAM_NOISE_20140520_154139
"bucket0$126,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,WI_SAM_NOISE_20140526_050911
"bucket0$127,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,WI_SAM_NOISE_20140430_093030
"bucket0$128,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,WI_SAM_NOISE_20140516_200356
"bucket0$129,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,WI_SAM_NOISE_20140329_045536
"bucket0$130,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,WI_SAM_NOISE_20140421_182816
"bucket0$131,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,WI_SAM_NOISE_20140324_164512
"bucket0$132,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,WI_SAM_NOISE_20140227_085830
"bucket2$12,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,test,noise,WI_SAM_NOISE_20140323_181931
"bucket0$133,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,WI_SAM_NOISE_20140315_205155
"bucket0$134,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,WI_SAM_NOISE_20140309_040016
"bucket2$13,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,test,noise,WI_SAM_NOISE_20140305_070822
"bucket0$135,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,WI_SAM_NOISE_20140512_051914
"bucket0$136,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,WI_SAM_NOISE_20140303_044413
"bucket2$14,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,test,noise,WI_SAM_NOISE_20140514_214518
"bucket2$15,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,test,noise,WI_SAM_NOISE_20140508_041337
"bucket1$14,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,dev,noise,WI_SAM_NOISE_20140330_142717
"bucket0$137,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,WI_SAM_NOISE_20140408_055521
"bucket0$138,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,WI_SAM_NOISE_20140312_203923
"bucket1$15,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,dev,noise,WI_SAM_NOISE_20140417_104617
"bucket2$16,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,test,noise,WI_SAM_NOISE_20140520_232124
"bucket0$139,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,WI_SAM_NOISE_20140407_100243
"bucket1$16,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,dev,noise,WI_SAM_NOISE_20140314_082206
"bucket0$140,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,WI_SAM_NOISE_20140426_181437
"bucket1$17,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,dev,noise,WI_SAM_NOISE_20140316_161903
"bucket1$18,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,dev,noise,WI_SAM_NOISE_20140420_084614
"bucket0$141,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,WI_SAM_NOISE_20140330_050354
"bucket0$142,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,WI_SAM_NOISE_20140325_005821
"bucket0$143,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,noise,WI_SAM_NOISE_20140301_025213
"bucket1$19,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,dev,noise,WI_SAM_NOISE_20140503_234042
