trace_name,trace_start_time,station_network_code,station_code,station_latitude_deg,station_longitude_deg,station_elevation_m,trace_p_arrival_sample,trace_s_arrival_sample,center_sample,trace_sampling_rate_hz,trace_component_order,split,name,trace_name_original
"bucket2$4,:3,:6001",2014-03-15T22:47:54.160000,MQ,LAM,14.81292,-61.16314,1240.0,3037.0,3107.0,3037,100.0,ZNE,dev,manuel,MQ_LAM_20140315_224824
"bucket0$45,:3,:6001",2014-03-15T22:47:51.249900,MQ,BAM,14.8171,-61.1445,670.0,3357.0,,3357,100.0,ZNE,train,manuel,MQ_BAM_20140315_224824
"bucket0$46,:3,:6001",2014-03-15T22:48:01.839900,MQ,GBM,14.799451,-61.159276,800.0,2322.0,,2322,100.0,ZNE,train,manuel,MQ_GBM_20140315_224825
"bucket0$47,:3,:6001",2014-03-15T22:48:10.570000,MQ,IA2,14.80307,-61.20515,289.0,,1553.0,1553,100.0,ZNE,train,manuel,MQ_IA2_20140315_224826
"bucket1$3,:3,:6001",2014-03-15T22:56:41.509900,MQ,GBM,14.799451,-61.159276,800.0,2164.0,,2164,100.0,ZNE,test,manuel,MQ_GBM_20140315_225703
"bucket1$4,:3,:6001",2014-03-15T22:56:17.510000,MQ,LAM,14.81292,-61.16314,1240.0,4571.0,4620.0,4571,100.0,ZNE,test,manuel,MQ_LAM_20140315_225703
"bucket2$5,:3,:6001",2014-03-15T22:56:11.089900,MQ,BAM,14.8171,-61.1445,670.0,5245.0,,5245,100.0,ZNE,dev,manuel,MQ_BAM_20140315_225703
"bucket0$48,:3,:6001",2014-03-15T22:56:54.390000,MQ,IA2,14.80307,-61.20515,289.0,939.0,1033.0,939,100.0,ZNE,train,manuel,MQ_IA2_20140315_225703
"bucket2$6,:3,:6001",2014-03-15T22:56:45.630000,WI,SAM,14.84108,-61.1638,485.0,,1921.0,1921,100.0,ZNE,dev,manuel,WI_SAM_20140315_225704
"bucket0$49,:3,:6001",2014-03-15T23:13:37.930000,MQ,LAM,14.81292,-61.16314,1240.0,843.0,890.0,843,100.0,ZNE,train,manuel,MQ_LAM_20140315_231346
"bucket0$50,:3,:6001",2014-03-15T23:13:18.059900,MQ,GBM,14.799451,-61.159276,800.0,2867.0,,2867,100.0,ZNE,train,manuel,MQ_GBM_20140315_231346
"bucket0$51,:3,:6001",2014-03-15T23:13:00.359900,MQ,BAM,14.8171,-61.1445,670.0,4642.0,,4642,100.0,ZNE,train,manuel,MQ_BAM_20140315_231346
"bucket0$52,:3,:6001",2014-03-15T23:55:06.140000,MQ,LAM,14.81292,-61.16314,1240.0,2955.0,2986.0,2955,100.0,ZNE,train,manuel,MQ_LAM_20140315_235535
"bucket0$53,:3,:6001",2014-03-15T23:55:23.989900,MQ,GBM,14.799451,-61.159276,800.0,1218.0,,1218,100.0,ZNE,train,manuel,MQ_GBM_20140315_235536
"bucket1$5,:3,:6001",2014-03-15T23:54:55.119900,MQ,BAM,14.8171,-61.1445,670.0,4155.0,,4155,100.0,ZNE,test,manuel,MQ_BAM_20140315_235536
"bucket0$54,:3,:6001",2014-03-16T01:03:47.539900,MQ,GBM,14.799451,-61.159276,800.0,2277.0,,2277,100.0,ZNE,train,manuel,MQ_GBM_20140316_010410
"bucket0$55,:3,:6001",2014-03-16T01:03:30.080000,MQ,LAM,14.81292,-61.16314,1240.0,4035.0,4076.0,4035,100.0,ZNE,train,manuel,MQ_LAM_20140316_010410
"bucket0$56,:3,:6001",2014-03-16T01:18:04.549900,MQ,GBM,14.799451,-61.159276,800.0,1734.0,,1734,100.0,ZNE,train,manuel,MQ_GBM_20140316_011821
"bucket0$57,:3,:6001",2014-03-16T01:17:57.970000,MQ,LAM,14.81292,-61.16314,1240.0,2397.0,2453.0,2397,100.0,ZNE,train,manuel,MQ_LAM_20140316_011821
"bucket0$58,:3,:6001",2014-03-16T01:18:17.289900,MQ,BAM,14.8171,-61.1445,670.0,500.0,6497.0,500,100.0,ZNE,train,manuel,MQ_BAM_20140316_011822
"bucket0$59,:3,:6001",2014-03-16T01:17:54.619900,MQ,MLM,14.7846,-61.1786,370.0,2775.0,2780.0,2775,100.0,ZNE,train,manuel,MQ_MLM_20140316_011822
"bucket0$60,:3,:6001",2014-03-16T01:17:28.810000,MQ,IA2,14.80307,-61.20515,289.0,5370.0,5460.0,5370,100.0,ZNE,train,manuel,MQ_IA2_20140316_011822
"bucket0$61,:3,:6001",2014-03-16T01:18:08.229900,MQ,CPM,14.8168,-61.2074,242.0,1440.0,,1440,100.0,ZNE,train,manuel,MQ_CPM_20140316_011822
"bucket2$7,:3,:6001",2014-03-16T01:17:47.910000,WI,SAM,14.84108,-61.1638,485.0,3504.0,3583.0,3504,100.0,ZNE,dev,manuel,WI_SAM_20140316_011822
"bucket0$62,:3,:6001",2014-03-16T01:41:24.480000,MQ,LAM,14.81292,-61.16314,1240.0,3919.0,3971.0,3919,100.0,ZNE,train,manuel,MQ_LAM_20140316_014203
"bucket1$6,:3,:6001",2014-03-16T01:41:39.289900,MQ,GBM,14.799451,-61.159276,800.0,2481.0,,2481,100.0,ZNE,test,manuel,MQ_GBM_20140316_014204
"bucket0$63,:3,:6001",2014-03-16T01:41:16.310000,WI,SAM,14.84108,-61.1638,485.0,4784.0,4878.0,4784,100.0,ZNE,train,manuel,WI_SAM_20140316_014204
"bucket0$64,:3,:6001",2014-03-16T01:41:12.099900,MQ,MLM,14.7846,-61.1786,370.0,5215.0,,5215,100.0,ZNE,train,manuel,MQ_MLM_20140316_014204
"bucket0$65,:3,:6001",2014-03-16T01:41:43.370000,MQ,IA2,14.80307,-61.20515,289.0,2088.0,2180.0,2088,100.0,ZNE,train,manuel,MQ_IA2_20140316_014204
"bucket0$66,:3,:6001",2014-03-16T01:41:50.139900,MQ,BAM,14.8171,-61.1445,670.0,1457.0,,1457,100.0,ZNE,train,manuel,MQ_BAM_20140316_014204
"bucket0$67,:3,:6001",2014-03-16T02:20:33.590000,MQ,LAM,14.81292,-61.16314,1240.0,3392.0,,3392,100.0,ZNE,train,manuel,MQ_LAM_20140316_022107
"bucket0$68,:3,:6001",2014-03-16T02:20:58.939900,MQ,BAM,14.8171,-61.1445,670.0,871.0,,871,100.0,ZNE,train,manuel,MQ_BAM_20140316_022107
"bucket0$69,:3,:6001",2014-03-16T02:20:19.460000,MQ,IA2,14.80307,-61.20515,289.0,4821.0,4951.0,4821,100.0,ZNE,train,manuel,MQ_IA2_20140316_022107
"bucket0$70,:3,:6001",2014-03-16T03:05:02.579900,MQ,GBM,14.799451,-61.159276,800.0,2461.0,,2461,100.0,ZNE,train,manuel,MQ_GBM_20140316_030527
"bucket0$71,:3,:6001",2014-03-16T03:05:08.870000,MQ,LAM,14.81292,-61.16314,1240.0,1832.0,1861.0,1832,100.0,ZNE,train,manuel,MQ_LAM_20140316_030527
"bucket0$72,:3,:6001",2014-03-16T03:05:00.299900,MQ,BAM,14.8171,-61.1445,670.0,2730.0,,2730,100.0,ZNE,train,manuel,MQ_BAM_20140316_030527
"bucket0$73,:3,:6001",2014-03-16T03:05:16.999900,MQ,MLM,14.7846,-61.1786,370.0,1060.0,,1060,100.0,ZNE,train,manuel,MQ_MLM_20140316_030527
"bucket1$7,:3,:6001",2014-03-16T03:05:13.450000,WI,SAM,14.84108,-61.1638,485.0,1436.0,1534.0,1436,100.0,ZNE,test,manuel,WI_SAM_20140316_030527
"bucket1$8,:3,:6001",2014-03-16T03:05:13.660000,MQ,IA2,14.80307,-61.20515,289.0,1419.0,1515.0,1419,100.0,ZNE,test,manuel,MQ_IA2_20140316_030527
"bucket0$74,:3,:6001",2014-03-16T03:04:39.549900,MQ,CPM,14.8168,-61.2074,242.0,4840.0,,4840,100.0,ZNE,train,manuel,MQ_CPM_20140316_030527
"bucket0$75,:3,:6001",2014-03-16T03:18:47.970000,MQ,LAM,14.81292,-61.16314,1240.0,1015.0,1095.0,1015,100.0,ZNE,train,manuel,MQ_LAM_20140316_031858
"bucket2$8,:3,:6001",2014-03-16T03:18:20.209900,MQ,GBM,14.799451,-61.159276,800.0,3833.0,,3833,100.0,ZNE,dev,manuel,MQ_GBM_20140316_031858
"bucket0$76,:3,:6001",2014-03-16T03:18:46.130000,MQ,IA2,14.80307,-61.20515,289.0,1259.0,1391.0,1259,100.0,ZNE,train,manuel,MQ_IA2_20140316_031858
"bucket0$77,:3,:6001",2014-03-16T03:18:37.299900,MQ,BAM,14.8171,-61.1445,670.0,2161.0,,2161,100.0,ZNE,train,manuel,MQ_BAM_20140316_031858
"bucket2$9,:3,:6001",2014-03-16T03:18:11.959900,MQ,MLM,14.7846,-61.1786,370.0,4704.0,,4704,100.0,ZNE,dev,manuel,MQ_MLM_20140316_031859
"bucket0$78,:3,:6001",2014-03-16T03:18:24.260000,WI,SAM,14.84108,-61.1638,485.0,3505.0,3590.0,3505,100.0,ZNE,train,manuel,WI_SAM_20140316_031859
"bucket0$79,:3,:6001",2014-03-16T03:20:13.479900,MQ,GBM,14.799451,-61.159276,800.0,4257.0,,4257,100.0,ZNE,train,manuel,MQ_GBM_20140316_032056
"bucket0$80,:3,:6001",2014-03-16T03:20:03.589900,MQ,BAM,14.8171,-61.1445,670.0,5246.0,,5246,100.0,ZNE,train,manuel,MQ_BAM_20140316_032056
"bucket0$81,:3,:6001",2014-03-16T03:20:22.570000,MQ,LAM,14.81292,-61.16314,1240.0,3379.0,,3379,100.0,ZNE,train,manuel,MQ_LAM_20140316_032056
"bucket0$82,:3,:6001",2014-03-16T04:28:07.950000,MQ,LAM,14.81292,-61.16314,1240.0,2710.0,2772.0,2710,100.0,ZNE,train,manuel,MQ_LAM_20140316_042835
"bucket0$83,:3,:6001",2014-03-16T04:27:51.319900,MQ,GBM,14.799451,-61.159276,800.0,4400.0,,4400,100.0,ZNE,train,manuel,MQ_GBM_20140316_042835
"bucket0$84,:3,:6001",2014-03-16T04:28:10.050000,MQ,IA2,14.80307,-61.20515,289.0,2544.0,2648.0,2544,100.0,ZNE,train,manuel,MQ_IA2_20140316_042835
"bucket0$85,:3,:6001",2014-03-16T04:27:53.699900,MQ,BAM,14.8171,-61.1445,670.0,4215.0,,4215,100.0,ZNE,train,manuel,MQ_BAM_20140316_042835
"bucket0$86,:3,:6001",2014-03-16T04:27:42.579900,MQ,MLM,14.7846,-61.1786,370.0,5394.0,,5394,100.0,ZNE,train,manuel,MQ_MLM_20140316_042836
"bucket0$87,:3,:6001",2014-03-16T04:28:46.200000,MQ,LAM,14.81292,-61.16314,1240.0,2132.0,2220.0,2132,100.0,ZNE,train,manuel,MQ_LAM_20140316_042907
"bucket0$88,:3,:6001",2014-03-16T04:28:45.649900,MQ,GBM,14.799451,-61.159276,800.0,2242.0,,2242,100.0,ZNE,train,manuel,MQ_GBM_20140316_042908
"bucket0$89,:3,:6001",2014-03-16T04:28:26.410000,MQ,IA2,14.80307,-61.20515,289.0,4181.0,4332.0,4181,100.0,ZNE,train,manuel,MQ_IA2_20140316_042908
"bucket0$90,:3,:6001",2014-03-16T04:28:26.149900,MQ,BAM,14.8171,-61.1445,670.0,4239.0,,4239,100.0,ZNE,train,manuel,MQ_BAM_20140316_042908
"bucket0$91,:3,:6001",2014-03-16T04:28:54.820000,WI,SAM,14.84108,-61.1638,485.0,1440.0,1497.0,1440,100.0,ZNE,train,manuel,WI_SAM_20140316_042909
"bucket0$92,:3,:6001",2014-03-16T05:21:50.099900,MQ,GBM,14.799451,-61.159276,800.0,4083.0,,4083,100.0,ZNE,train,manuel,MQ_GBM_20140316_052230
"bucket0$93,:3,:6001",2014-03-16T05:22:17.930000,MQ,IA2,14.80307,-61.20515,289.0,1316.0,1489.0,1316,100.0,ZNE,train,manuel,MQ_IA2_20140316_052231
"bucket0$94,:3,:6001",2014-03-16T05:22:05.650000,MQ,LAM,14.81292,-61.16314,1240.0,2573.0,2654.0,2573,100.0,ZNE,train,manuel,MQ_LAM_20140316_052231
"bucket0$95,:3,:6001",2014-03-16T06:18:58.770000,MQ,LAM,14.81292,-61.16314,1240.0,1326.0,1380.0,1326,100.0,ZNE,train,manuel,MQ_LAM_20140316_061912
"bucket0$96,:3,:6001",2014-03-16T06:18:18.759900,MQ,BAM,14.8171,-61.1445,670.0,5355.0,,5355,100.0,ZNE,train,manuel,MQ_BAM_20140316_061912
"bucket0$97,:3,:6001",2014-03-16T06:18:38.770000,MQ,IA2,14.80307,-61.20515,289.0,3434.0,3475.0,3434,100.0,ZNE,train,manuel,MQ_IA2_20140316_061913
"bucket0$98,:3,:6001",2014-03-16T07:37:07.069900,MQ,GBM,14.799451,-61.159276,800.0,3504.0,,3504,100.0,ZNE,train,manuel,MQ_GBM_20140316_073742
"bucket0$99,:3,:6001",2014-03-16T07:36:48.729900,MQ,BAM,14.8171,-61.1445,670.0,5361.0,,5361,100.0,ZNE,train,manuel,MQ_BAM_20140316_073742
"bucket0$100,:3,:6001",2014-03-16T07:37:12.680000,MQ,LAM,14.81292,-61.16314,1240.0,2997.0,3057.0,2997,100.0,ZNE,train,manuel,MQ_LAM_20140316_073742
"bucket1$9,:3,:6001",2014-03-16T07:37:16.810000,MQ,IA2,14.80307,-61.20515,289.0,2608.0,2700.0,2608,100.0,ZNE,test,manuel,MQ_IA2_20140316_073742
"bucket0$101,:3,:6001",2014-03-16T19:37:23.980000,MQ,LAM,14.81292,-61.16314,1240.0,3847.0,3922.0,3847,100.0,ZNE,train,manuel,MQ_LAM_20140316_193802
"bucket0$102,:3,:6001",2014-03-16T19:37:13.859900,MQ,MLM,14.7846,-61.1786,370.0,4912.0,,4912,100.0,ZNE,train,manuel,MQ_MLM_20140316_193802
"bucket0$103,:3,:6001",2014-03-16T19:37:49.189900,MQ,GBM,14.799451,-61.159276,800.0,1384.0,,1384,100.0,ZNE,train,manuel,MQ_GBM_20140316_193803
"bucket0$104,:3,:6001",2014-03-16T19:37:19.720000,MQ,IA2,14.80307,-61.20515,289.0,4335.0,4431.0,4335,100.0,ZNE,train,manuel,MQ_IA2_20140316_193803
"bucket1$10,:3,:6001",2014-03-16T19:37:11.019900,MQ,CPM,14.8168,-61.2074,242.0,5236.0,,5236,100.0,ZNE,test,manuel,MQ_CPM_20140316_193803
"bucket1$11,:3,:6001",2014-03-16T19:37:22.249900,MQ,BAM,14.8171,-61.1445,670.0,4144.0,,4144,100.0,ZNE,test,manuel,MQ_BAM_20140316_193803
"bucket0$105,:3,:6001",2014-03-17T17:31:58.820000,WI,SAM,14.84108,-61.1638,485.0,4357.0,4706.0,4357,100.0,ZNE,train,manuel,WI_SAM_20140317_173242
"bucket0$106,:3,:6001",2014-03-17T17:32:23.750000,MQ,IA2,14.80307,-61.20515,289.0,1917.0,2092.0,1917,100.0,ZNE,train,manuel,MQ_IA2_20140317_173242
"bucket0$107,:3,:6001",2014-03-17T17:32:20.350000,MQ,LAM,14.81292,-61.16314,1240.0,2272.0,2393.0,2272,100.0,ZNE,train,manuel,MQ_LAM_20140317_173243
"bucket0$108,:3,:6001",2014-03-17T17:32:31.369900,MQ,MLM,14.7846,-61.1786,370.0,1218.0,,1218,100.0,ZNE,train,manuel,MQ_MLM_20140317_173243
"bucket0$109,:3,:6001",2014-03-17T17:32:33.999900,MQ,BAM,14.8171,-61.1445,670.0,972.0,,972,100.0,ZNE,train,manuel,MQ_BAM_20140317_173243
"bucket0$110,:3,:6001",2014-03-17T17:31:53.339900,MQ,GBM,14.799451,-61.159276,800.0,5069.0,,5069,100.0,ZNE,train,manuel,MQ_GBM_20140317_173244
"bucket0$111,:3,:6001",2014-03-22T15:44:33.469900,MQ,BAM,14.8171,-61.1445,670.0,2742.0,,2742,100.0,ZNE,train,manuel,MQ_BAM_20140322_154500
"bucket0$112,:3,:6001",2014-03-22T15:44:53.089900,MQ,GBM,14.799451,-61.159276,800.0,807.0,,807,100.0,ZNE,train,manuel,MQ_GBM_20140322_154501
"bucket0$113,:3,:6001",2014-03-22T15:44:34.650000,MQ,LAM,14.81292,-61.16314,1240.0,2657.0,,2657,100.0,ZNE,train,manuel,MQ_LAM_20140322_154501
"bucket0$114,:3,:6001",2014-03-22T15:44:49.140000,MQ,IA2,14.80307,-61.20515,289.0,1263.0,1364.0,1263,100.0,ZNE,train,manuel,MQ_IA2_20140322_154501
"bucket2$10,:3,:6001",2014-03-22T21:47:53.370000,MQ,LAM,14.81292,-61.16314,1240.0,2239.0,2279.0,2239,100.0,ZNE,dev,manuel,MQ_LAM_20140322_214815
"bucket2$11,:3,:6001",2014-03-22T21:47:25.079900,MQ,GBM,14.799451,-61.159276,800.0,5077.0,,5077,100.0,ZNE,dev,manuel,MQ_GBM_20140322_214815
"bucket0$115,:3,:6001",2014-03-22T21:47:40.919900,MQ,CPM,14.8168,-61.2074,242.0,3520.0,,3520,100.0,ZNE,train,manuel,MQ_CPM_20140322_214816
"bucket0$116,:3,:6001",2014-03-22T21:47:33.229900,MQ,BAM,14.8171,-61.1445,670.0,4302.0,,4302,100.0,ZNE,train,manuel,MQ_BAM_20140322_214816
"bucket1$12,:3,:6001",2014-03-28T08:48:01.960000,MQ,IA2,14.80307,-61.20515,289.0,4474.0,4655.0,4474,100.0,ZNE,test,manuel,MQ_IA2_20140328_084846
"bucket0$117,:3,:6001",2014-03-28T08:48:26.509900,MQ,GBM,14.799451,-61.159276,800.0,2037.0,,2037,100.0,ZNE,train,manuel,MQ_GBM_20140328_084846
"bucket0$118,:3,:6001",2014-03-28T08:48:38.790000,MQ,LAM,14.81292,-61.16314,1240.0,818.0,869.0,818,100.0,ZNE,train,manuel,MQ_LAM_20140328_084846
"bucket0$119,:3,:6001",2014-03-28T08:48:16.219900,MQ,BAM,14.8171,-61.1445,670.0,3113.0,,3113,100.0,ZNE,train,manuel,MQ_BAM_20140328_084847
