trace_name,station_network_code,station_code,station_latitude_deg,station_longitude_deg,station_elevation_m,trace_p_arrival_sample,trace_s_arrival_sample,center_sample,trace_sampling_rate_hz,trace_component_order,split,trace_name_original
"bucket0$35,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,MQ_IA2_NOISE_20140308_072200
"bucket0$36,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,MQ_IA2_NOISE_20140523_144800
"bucket0$37,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,MQ_IA2_NOISE_20140517_171400
"bucket0$38,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,MQ_IA2_NOISE_20140507_230200
"bucket1$6,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,test,MQ_IA2_NOISE_20140325_012600
"bucket0$39,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,MQ_IA2_NOISE_20140428_060800
"bucket0$40,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,MQ_IA2_NOISE_20140522_144600
"bucket0$41,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,MQ_IA2_NOISE_20140410_044300
"bucket0$42,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,MQ_IA2_NOISE_20140430_200300
"bucket0$43,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,MQ_IA2_NOISE_20140314_235100
"bucket1$7,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,test,MQ_IA2_NOISE_20140510_201800
"bucket1$8,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,test,MQ_IA2_NOISE_20140525_102100
"bucket0$44,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,MQ_IA2_NOISE_20140301_131500
"bucket0$45,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,MQ_IA2_NOISE_20140322_071000
"bucket0$46,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,MQ_IA2_NOISE_20140324_110100
"bucket0$47,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,MQ_IA2_NOISE_20140420_161100
"bucket0$48,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,MQ_IA2_NOISE_20140301_180500
"bucket0$49,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,MQ_IA2_NOISE_20140403_212100
"bucket1$9,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,test,MQ_IA2_NOISE_20140416_221100
"bucket0$50,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,MQ_IA2_NOISE_20140322_220300
"bucket0$51,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,MQ_IA2_NOISE_20140508_170800
"bucket0$52,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,MQ_IA2_NOISE_20140420_020100
"bucket0$53,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,MQ_IA2_NOISE_20140316_131000
"bucket0$54,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,MQ_IA2_NOISE_20140221_183500
"bucket0$55,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,MQ_IA2_NOISE_20140329_050200
"bucket0$56,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,MQ_IA2_NOISE_20140506_161500
"bucket1$10,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,test,MQ_IA2_NOISE_20140520_203800
"bucket0$57,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,MQ_IA2_NOISE_20140514_124200
"bucket0$58,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,MQ_IA2_NOISE_20140227_085900
"bucket0$59,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,MQ_IA2_NOISE_20140515_013500
"bucket0$60,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,MQ_IA2_NOISE_20140512_033100
"bucket0$61,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,MQ_IA2_NOISE_20140328_195400
"bucket0$62,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,MQ_IA2_NOISE_20140301_171800
"bucket0$63,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,MQ_IA2_NOISE_20140517_181800
"bucket1$11,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,test,MQ_IA2_NOISE_20140502_214300
"bucket0$64,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,MQ_IA2_NOISE_20140414_231600
"bucket0$65,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,MQ_IA2_NOISE_20140403_225300
"bucket0$66,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,MQ_IA2_NOISE_20140503_114600
"bucket0$67,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,MQ_IA2_NOISE_20140325_024300
"bucket2$6,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,dev,MQ_IA2_NOISE_20140403_000300
"bucket0$68,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,MQ_IA2_NOISE_20140509_205800
"bucket1$12,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,test,MQ_IA2_NOISE_20140418_213200
"bucket0$69,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,MQ_IA2_NOISE_20140328_054800
"bucket0$70,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,MQ_IA2_NOISE_20140319_071500
"bucket0$71,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,MQ_IA2_NOISE_20140322_003700
"bucket1$13,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,test,MQ_IA2_NOISE_20140222_193500
"bucket0$72,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,MQ_IA2_NOISE_20140420_161800
"bucket0$73,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,MQ_IA2_NOISE_20140222_170100
"bucket0$74,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,MQ_IA2_NOISE_20140425_144500
"bucket0$75,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,MQ_IA2_NOISE_20140301_022300
"bucket0$76,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,MQ_IA2_NOISE_20140223_150900
"bucket0$77,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,MQ_IA2_NOISE_20140416_002600
"bucket0$78,:3,:6001",MQ,IA2,14.80307,-61.20515,289.0,,,3000,100.0,ZNE,train,MQ_IA2_NOISE_20140321_000700
"bucket0$79,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,WI_SAM_NOISE_20140501_191400
"bucket0$80,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,WI_SAM_NOISE_20140304_023800
"bucket0$81,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,WI_SAM_NOISE_20140516_060000
"bucket0$82,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,WI_SAM_NOISE_20140515_031100
"bucket2$7,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,dev,WI_SAM_NOISE_20140505_015800
"bucket0$83,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,WI_SAM_NOISE_20140320_165800
"bucket2$8,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,dev,WI_SAM_NOISE_20140506_142100
"bucket0$84,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,WI_SAM_NOISE_20140403_022000
"bucket0$85,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,WI_SAM_NOISE_20140327_021800
"bucket0$86,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,WI_SAM_NOISE_20140409_143500
"bucket2$9,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,dev,WI_SAM_NOISE_20140519_143100
"bucket0$87,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,WI_SAM_NOISE_20140306_202300
"bucket0$88,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,WI_SAM_NOISE_20140308_035700
"bucket0$89,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,WI_SAM_NOISE_20140502_122600
"bucket0$90,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,WI_SAM_NOISE_20140401_030300
"bucket0$91,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,WI_SAM_NOISE_20140226_055000
"bucket0$92,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,WI_SAM_NOISE_20140523_083500
"bucket0$93,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,WI_SAM_NOISE_20140521_191800
"bucket0$94,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,WI_SAM_NOISE_20140420_154900
"bucket1$14,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,test,WI_SAM_NOISE_20140328_190500
"bucket0$95,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,WI_SAM_NOISE_20140508_191800
"bucket1$15,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,test,WI_SAM_NOISE_20140225_131700
"bucket0$96,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,WI_SAM_NOISE_20140226_161000
"bucket0$97,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,WI_SAM_NOISE_20140402_123000
"bucket0$98,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,WI_SAM_NOISE_20140414_105800
"bucket0$99,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,WI_SAM_NOISE_20140222_052600
"bucket0$100,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,WI_SAM_NOISE_20140424_082900
"bucket0$101,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,WI_SAM_NOISE_20140512_132600
"bucket1$16,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,test,WI_SAM_NOISE_20140417_212800
"bucket2$10,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,dev,WI_SAM_NOISE_20140320_055700
"bucket0$102,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,WI_SAM_NOISE_20140301_234700
"bucket0$103,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,WI_SAM_NOISE_20140524_130800
"bucket0$104,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,WI_SAM_NOISE_20140511_030500
"bucket0$105,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,WI_SAM_NOISE_20140511_030500
"bucket0$106,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,WI_SAM_NOISE_20140225_033200
"bucket0$107,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,WI_SAM_NOISE_20140510_183100
"bucket0$108,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,WI_SAM_NOISE_20140416_092300
"bucket0$109,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,WI_SAM_NOISE_20140505_180500
"bucket1$17,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,test,WI_SAM_NOISE_20140502_084600
"bucket1$18,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,test,WI_SAM_NOISE_20140414_062700
"bucket0$110,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,WI_SAM_NOISE_20140226_030300
"bucket0$111,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,WI_SAM_NOISE_20140410_005300
"bucket0$112,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,WI_SAM_NOISE_20140322_070300
"bucket0$113,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,WI_SAM_NOISE_20140320_024200
"bucket0$114,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,WI_SAM_NOISE_20140409_121600
"bucket2$11,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,dev,WI_SAM_NOISE_20140418_204800
"bucket0$115,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,WI_SAM_NOISE_20140303_223500
"bucket0$116,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,WI_SAM_NOISE_20140502_114800
"bucket0$117,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,WI_SAM_NOISE_20140505_182500
"bucket2$12,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,dev,WI_SAM_NOISE_20140322_125900
"bucket0$118,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,WI_SAM_NOISE_20140526_111600
"bucket0$119,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,WI_SAM_NOISE_20140530_032800
"bucket0$120,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,WI_SAM_NOISE_20140410_063200
"bucket0$121,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,WI_SAM_NOISE_20140506_213000
"bucket0$122,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,WI_SAM_NOISE_20140301_092300
"bucket2$13,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,dev,WI_SAM_NOISE_20140521_160500
"bucket0$123,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,WI_SAM_NOISE_20140322_030600
"bucket0$124,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,WI_SAM_NOISE_20140315_202700
"bucket0$125,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,WI_SAM_NOISE_20140507_201700
"bucket0$126,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,WI_SAM_NOISE_20140515_161300
"bucket0$127,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,WI_SAM_NOISE_20140427_060400
"bucket0$128,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,WI_SAM_NOISE_20140309_172500
"bucket0$129,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,WI_SAM_NOISE_20140413_225800
"bucket0$130,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,WI_SAM_NOISE_20140530_135300
"bucket0$131,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,WI_SAM_NOISE_20140220_235300
"bucket0$132,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,WI_SAM_NOISE_20140313_001100
"bucket0$133,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,WI_SAM_NOISE_20140429_040500
"bucket2$14,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,dev,WI_SAM_NOISE_20140220_022600
"bucket0$134,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,WI_SAM_NOISE_20140519_021500
"bucket0$135,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,WI_SAM_NOISE_20140314_130900
"bucket0$136,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,WI_SAM_NOISE_20140403_032700
"bucket0$137,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,WI_SAM_NOISE_20140426_185500
"bucket0$138,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,WI_SAM_NOISE_20140326_160900
"bucket0$139,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,WI_SAM_NOISE_20140413_000400
"bucket0$140,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,WI_SAM_NOISE_20140319_154800
"bucket0$141,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,WI_SAM_NOISE_20140305_135100
"bucket0$142,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,WI_SAM_NOISE_20140428_082500
"bucket0$143,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,WI_SAM_NOISE_20140325_060000
"bucket0$144,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,WI_SAM_NOISE_20140430_122200
"bucket1$19,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,test,WI_SAM_NOISE_20140423_031900
"bucket0$145,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,WI_SAM_NOISE_20140513_080400
"bucket0$146,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,WI_SAM_NOISE_20140322_125900
"bucket0$147,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,WI_SAM_NOISE_20140409_142600
"bucket0$148,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,WI_SAM_NOISE_20140511_153400
"bucket0$149,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,WI_SAM_NOISE_20140429_043600
"bucket0$150,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,WI_SAM_NOISE_20140315_105000
"bucket0$151,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,WI_SAM_NOISE_20140304_060000
"bucket0$152,:3,:6001",WI,SAM,14.84108,-61.1638,485.0,,,3000,100.0,ZNE,train,WI_SAM_NOISE_20140516_071700
